ell,resolution,observer,U_over_M,n_eff
0,2048,r/M=50,393.0274112774365,-2.740436850601327
0,2048,r/M=50,393.07741127743645,-2.7404605844477254
0,2048,r/M=50,393.1274112774364,-2.7404843140034885
0,2048,r/M=50,393.17741127743636,-2.7405080392370555
0,2048,r/M=50,393.2274112774363,-2.7405317600944823
0,2048,r/M=50,393.2774112774363,-2.7405554767118008
0,2048,r/M=50,393.3274112774362,-2.7405791889791584
0,2048,r/M=50,393.3774112774362,-2.7406028969319776
0,2048,r/M=50,393.42741127743614,-2.740626600605683
0,2048,r/M=50,393.4774112774361,-2.7406502999462377
0,2048,r/M=50,393.52741127743604,-2.740673995016999
0,2048,r/M=50,393.577411277436,-2.7406976856911784
0,2048,r/M=50,393.62741127743595,-2.740721372071253
0,2048,r/M=50,393.6774112774359,-2.740745054304492
0,2048,r/M=50,393.72741127743586,-2.7407687321521554
0,2048,r/M=50,393.7774112774358,-2.740792405699931
0,2048,r/M=50,393.8274112774358,-2.74081607497197
0,2048,r/M=50,393.8774112774357,-2.74083973991406
0,2048,r/M=50,393.9274112774357,-2.7408634006174943
0,2048,r/M=50,393.97741127743564,-2.7408870570616224
0,2048,r/M=50,394.0274112774356,-2.7409107092145693
0,2048,r/M=50,394.07741127743554,-2.74093435709483
0,2048,r/M=50,394.1274112774355,-2.740958000670487
0,2048,r/M=50,394.17741127743545,-2.7409816399936138
0,2048,r/M=50,394.2274112774354,-2.7410052751499108
0,2048,r/M=50,394.27741127743536,-2.741028905939351
0,2048,r/M=50,394.3274112774353,-2.741052532503621
0,2048,r/M=50,394.3774112774353,-2.741076154889186
0,2048,r/M=50,394.4274112774352,-2.7410997729015
0,2048,r/M=50,394.4774112774352,-2.741123386749524
0,2048,r/M=50,394.52741127743514,-2.7411469963283435
0,2048,r/M=50,394.5774112774351,-2.7411706016899786
0,2048,r/M=50,394.62741127743504,-2.7411942027967333
0,2048,r/M=50,394.677411277435,-2.7412177996893994
0,2048,r/M=50,394.72741127743495,-2.7412413923807266
0,2048,r/M=50,394.7774112774349,-2.741264980849796
0,2048,r/M=50,394.82741127743486,-2.741288565098107
0,2048,r/M=50,394.8774112774348,-2.7413121450373583
0,2048,r/M=50,394.92741127743477,-2.74133572087664
0,2048,r/M=50,394.9774112774347,-2.7413592925444847
0,2048,r/M=50,395.0274112774347,-2.7413828599525325
0,2048,r/M=50,395.07741127743463,-2.7414064230853503
0,2048,r/M=50,395.1274112774346,-2.7414299821127814
0,2048,r/M=50,395.17741127743454,-2.7414535370025708
0,2048,r/M=50,395.2274112774345,-2.7414770876044847
0,2048,r/M=50,395.27741127743445,-2.7415006340602956
0,2048,r/M=50,395.3274112774344,-2.7415241764163265
0,2048,r/M=50,395.37741127743436,-2.7415477145278757
0,2048,r/M=50,395.4274112774343,-2.741571248497405
0,2048,r/M=50,395.47741127743427,-2.7415947782700507
0,2048,r/M=50,395.5274112774342,-2.7416183038583566
0,2048,r/M=50,395.5774112774342,-2.7416418253760444
0,2048,r/M=50,395.62741127743413,-2.7416653427682123
0,2048,r/M=50,395.6774112774341,-2.7416888559461787
0,2048,r/M=50,395.72741127743404,-2.7417123649505455
0,2048,r/M=50,395.777411277434,-2.7417358698725396
0,2048,r/M=50,395.82741127743395,-2.7417593706177916
0,2048,r/M=50,395.8774112774339,-2.741782867322527
0,2048,r/M=50,395.92741127743386,-2.741806359892339
0,2048,r/M=50,395.9774112774338,-2.7418298482665224
0,2048,r/M=50,396.02741127743377,-2.7418533325869294
0,2048,r/M=50,396.0774112774337,-2.741876812809726
0,2048,r/M=50,396.1274112774337,-2.7419002888741537
0,2048,r/M=50,396.17741127743363,-2.7419237608601574
0,2048,r/M=50,396.2274112774336,-2.741947228791402
0,2048,r/M=50,396.27741127743354,-2.7419706925958143
0,2048,r/M=50,396.3274112774335,-2.7419941523026488
0,2048,r/M=50,396.37741127743345,-2.7420176079355274
0,2048,r/M=50,396.4274112774334,-2.7420410594729994
0,2048,r/M=50,396.47741127743336,-2.7420645070400815
0,2048,r/M=50,396.5274112774333,-2.742087950485723
0,2048,r/M=50,396.57741127743327,-2.7421113897602254
0,2048,r/M=50,396.6274112774332,-2.742134825056216
0,2048,r/M=50,396.6774112774332,-2.742158256369105
0,2048,r/M=50,396.72741127743313,-2.742181683626632
0,2048,r/M=50,396.7774112774331,-2.742205106711377
0,2048,r/M=50,396.82741127743304,-2.7422285258442
0,2048,r/M=50,396.877411277433,-2.7422519409584223
0,2048,r/M=50,396.92741127743295,-2.742275351976033
0,2048,r/M=50,396.9774112774329,-2.742298759033341
0,2048,r/M=50,397.02741127743286,-2.742322162052309
0,2048,r/M=50,397.0774112774328,-2.7423455610169167
0,2048,r/M=50,397.12741127743277,-2.742368955978844
0,2048,r/M=50,397.1774112774327,-2.742392346938983
0,2048,r/M=50,397.2274112774327,-2.742415733915147
0,2048,r/M=50,397.27741127743263,-2.7424391168799787
0,2048,r/M=50,397.3274112774326,-2.7424624958286774
0,2048,r/M=50,397.37741127743254,-2.7424858708185424
0,2048,r/M=50,397.4274112774325,-2.7425092418165247
0,2048,r/M=50,397.47741127743245,-2.742532608846027
0,2048,r/M=50,397.5274112774324,-2.74255597186266
0,2048,r/M=50,397.57741127743236,-2.7425793308784954
0,2048,r/M=50,397.6274112774323,-2.742602685973405
0,2048,r/M=50,397.67741127743227,-2.742626037131213
0,2048,r/M=50,397.7274112774322,-2.7426493843018083
0,2048,r/M=50,397.7774112774322,-2.7426727274519993
0,2048,r/M=50,397.82741127743213,-2.7426960667068587
0,2048,r/M=50,397.8774112774321,-2.7427194020614625
0,2048,r/M=50,397.92741127743204,-2.7427427333921166
0,2048,r/M=50,397.977411277432,-2.742766060772997
0,2048,r/M=50,398.02741127743195,-2.742789384278301
0,2048,r/M=50,398.0774112774319,-2.7428127038181955
0,2048,r/M=50,398.12741127743186,-2.742836019432916
0,2048,r/M=50,398.1774112774318,-2.7428593311457288
0,2048,r/M=50,398.22741127743177,-2.742882638872372
0,2048,r/M=50,398.2774112774317,-2.7429059427436027
0,2048,r/M=50,398.3274112774317,-2.742929242652485
0,2048,r/M=50,398.37741127743163,-2.742952538673175
0,2048,r/M=50,398.4274112774316,-2.7429758308005847
0,2048,r/M=50,398.47741127743154,-2.7429991190012957
0,2048,r/M=50,398.5274112774315,-2.7430224033324717
0,2048,r/M=50,398.57741127743145,-2.7430456837153523
0,2048,r/M=50,398.6274112774314,-2.743068960212744
0,2048,r/M=50,398.67741127743136,-2.7430922328704743
0,2048,r/M=50,398.7274112774313,-2.7431155016550504
0,2048,r/M=50,398.77741127743127,-2.7431387664706124
0,2048,r/M=50,398.8274112774312,-2.7431620274536126
0,2048,r/M=50,398.8774112774312,-2.743185284576174
0,2048,r/M=50,398.92741127743113,-2.7432085377366926
0,2048,r/M=50,398.9774112774311,-2.7432317871226597
0,2048,r/M=50,399.02741127743104,-2.743255032672143
0,2048,r/M=50,399.077411277431,-2.7432782742607817
0,2048,r/M=50,399.12741127743095,-2.743301511996687
0,2048,r/M=50,399.1774112774309,-2.743324745868885
0,2048,r/M=50,399.22741127743086,-2.7433479758720547
0,2048,r/M=50,399.2774112774308,-2.7433712021200143
0,2048,r/M=50,399.32741127743077,-2.743394424459909
0,2048,r/M=50,399.3774112774307,-2.7434176428579784
0,2048,r/M=50,399.4274112774307,-2.7434408575585656
0,2048,r/M=50,399.47741127743063,-2.7434640683973837
0,2048,r/M=50,399.5274112774306,-2.7434872753008905
0,2048,r/M=50,399.57741127743054,-2.7435104784055917
0,2048,r/M=50,399.6274112774305,-2.743533677626564
0,2048,r/M=50,399.67741127743045,-2.7435568730832984
0,2048,r/M=50,399.7274112774304,-2.7435800647192368
0,2048,r/M=50,399.77741127743036,-2.7436032524323295
0,2048,r/M=50,399.8274112774303,-2.7436264363931917
0,2048,r/M=50,399.87741127743027,-2.74364961651111
0,2048,r/M=50,399.9274112774302,-2.7436727927919287
0,2048,r/M=50,399.9774112774302,-2.7436959652244264
0,2048,r/M=50,400.02741127743013,-2.743719133808733
0,2048,r/M=50,400.0774112774301,-2.743742298647302
0,2048,r/M=50,400.12741127743004,-2.7437654596549805
0,2048,r/M=50,400.17741127743,-2.743788616769306
0,2048,r/M=50,400.22741127742995,-2.7438117701154616
0,2048,r/M=50,400.2774112774299,-2.7438349197049114
0,2048,r/M=50,400.32741127742986,-2.7438580654011977
0,2048,r/M=50,400.3774112774298,-2.7438812072783
0,2048,r/M=50,400.42741127742977,-2.743904345393149
0,2048,r/M=50,400.4774112774297,-2.7439274796262647
0,2048,r/M=50,400.5274112774297,-2.7439506101085334
0,2048,r/M=50,400.57741127742963,-2.7439737367887322
0,2048,r/M=50,400.6274112774296,-2.7439968596042106
0,2048,r/M=50,400.67741127742954,-2.7440199786573993
0,2048,r/M=50,400.7274112774295,-2.744043093845756
0,2048,r/M=50,400.77741127742945,-2.74406620523184
0,2048,r/M=50,400.8274112774294,-2.744089312883924
0,2048,r/M=50,400.87741127742936,-2.7441124166880018
0,2048,r/M=50,400.9274112774293,-2.7441355166838304
0,2048,r/M=50,400.97741127742927,-2.7441586128940765
0,2048,r/M=50,401.0274112774292,-2.744181705181835
0,2048,r/M=50,401.0774112774292,-2.7442047938318908
0,2048,r/M=50,401.12741127742913,-2.7442278786047254
0,2048,r/M=50,401.1774112774291,-2.7442509594773257
0,2048,r/M=50,401.22741127742904,-2.7442740366661296
0,2048,r/M=50,401.277411277429,-2.7442971100227074
0,2048,r/M=50,401.32741127742895,-2.74432017953542
0,2048,r/M=50,401.3774112774289,-2.744343245261054
0,2048,r/M=50,401.42741127742886,-2.744366307210773
0,2048,r/M=50,401.4774112774288,-2.744389365310154
0,2048,r/M=50,401.52741127742877,-2.744412419610254
0,2048,r/M=50,401.5774112774287,-2.744435470099368
0,2048,r/M=50,401.6274112774287,-2.7444585168057225
0,2048,r/M=50,401.67741127742863,-2.7444815596205485
0,2048,r/M=50,401.7274112774286,-2.744504598657655
0,2048,r/M=50,401.77741127742854,-2.7445276339452502
0,2048,r/M=50,401.8274112774285,-2.7445506653402325
0,2048,r/M=50,401.87741127742845,-2.744573692939278
0,2048,r/M=50,401.9274112774284,-2.744596716764844
0,2048,r/M=50,401.97741127742836,-2.7446197367251366
0,2048,r/M=50,402.0274112774283,-2.7446427528882715
0,2048,r/M=50,402.07741127742827,-2.7446657652481017
0,2048,r/M=50,402.1274112774282,-2.744688773735605
0,2048,r/M=50,402.1774112774282,-2.7447117784588837
0,2048,r/M=50,402.22741127742813,-2.7447347793374517
0,2048,r/M=50,402.2774112774281,-2.7447577763365034
0,2048,r/M=50,402.32741127742804,-2.7447807695812894
0,2048,r/M=50,402.377411277428,-2.7448037588883296
0,2048,r/M=50,402.42741127742795,-2.7448267444514816
0,2048,r/M=50,402.4774112774279,-2.744849726235904
0,2048,r/M=50,402.52741127742786,-2.7448727041094805
0,2048,r/M=50,402.5774112774278,-2.744895678151689
0,2048,r/M=50,402.62741127742777,-2.74491864835621
0,2048,r/M=50,402.6774112774277,-2.744941614762484
0,2048,r/M=50,402.7274112774277,-2.744964577221097
0,2048,r/M=50,402.77741127742763,-2.7449875358630123
0,2048,r/M=50,402.8274112774276,-2.7450104907791726
0,2048,r/M=50,402.87741127742754,-2.74503344175139
0,2048,r/M=50,402.9274112774275,-2.7450563888419253
0,2048,r/M=50,402.97741127742745,-2.7450793321645963
0,2048,r/M=50,403.0274112774274,-2.7451022715526228
0,2048,r/M=50,403.07741127742736,-2.7451252071198025
0,2048,r/M=50,403.1274112774273,-2.7451481388253
0,2048,r/M=50,403.17741127742727,-2.7451710666740814
0,2048,r/M=50,403.2274112774272,-2.7451939906940215
0,2048,r/M=50,403.2774112774272,-2.7452169107238755
0,2048,r/M=50,403.32741127742713,-2.7452398269462024
0,2048,r/M=50,403.3774112774271,-2.745262739343006
0,2048,r/M=50,403.42741127742704,-2.7452856478160044
0,2048,r/M=50,403.477411277427,-2.7453085523872622
0,2048,r/M=50,403.52741127742695,-2.745331453073108
0,2048,r/M=50,403.5774112774269,-2.745354349924274
0,2048,r/M=50,403.62741127742686,-2.7453772428710503
0,2048,r/M=50,403.6774112774268,-2.745400131981358
0,2048,r/M=50,403.72741127742677,-2.74542301710512
0,2048,r/M=50,403.7774112774267,-2.745445898321692
0,2048,r/M=50,403.8274112774267,-2.7454687757047154
0,2048,r/M=50,403.87741127742663,-2.745491649121236
0,2048,r/M=50,403.9274112774266,-2.745514518748188
0,2048,r/M=50,403.97741127742654,-2.745537384389422
0,2048,r/M=50,404.0274112774265,-2.7455602460668596
0,2048,r/M=50,404.07741127742645,-2.7455831038770673
0,2048,r/M=50,404.1274112774264,-2.7456059577558434
0,2048,r/M=50,404.17741127742636,-2.7456288077365825
0,2048,r/M=50,404.2274112774263,-2.7456516538239613
0,2048,r/M=50,404.27741127742627,-2.7456744959077413
0,2048,r/M=50,404.3274112774262,-2.745697334044246
0,2048,r/M=50,404.3774112774262,-2.74572016839325
0,2048,r/M=50,404.42741127742613,-2.745742998729528
0,2048,r/M=50,404.4774112774261,-2.7457658250404036
0,2048,r/M=50,404.52741127742604,-2.7457886474511497
0,2048,r/M=50,404.577411277426,-2.7458114659778485
0,2048,r/M=50,404.62741127742595,-2.7458342805043245
0,2048,r/M=50,404.6774112774259,-2.745857091081104
0,2048,r/M=50,404.72741127742586,-2.745879897689708
0,2048,r/M=50,404.7774112774258,-2.7459027003691547
0,2048,r/M=50,404.82741127742577,-2.7459254990606703
0,2048,r/M=50,404.8774112774257,-2.745948293797495
0,2048,r/M=50,404.9274112774257,-2.7459710845783474
0,2048,r/M=50,404.97741127742563,-2.7459938712868284
0,2048,r/M=50,405.0274112774256,-2.7460166541575726
0,2048,r/M=50,405.07741127742554,-2.7460394329878217
0,2048,r/M=50,405.1274112774255,-2.7460622078107506
0,2048,r/M=50,405.17741127742545,-2.7460849787113575
0,2048,r/M=50,405.2274112774254,-2.7461077455673584
0,2048,r/M=50,405.27741127742536,-2.7461305084118974
0,2048,r/M=50,405.3274112774253,-2.7461532673126823
0,2048,r/M=50,405.37741127742527,-2.7461760222337466
0,2048,r/M=50,405.4274112774252,-2.74619877308724
0,2048,r/M=50,405.4774112774252,-2.7462215199696445
0,2048,r/M=50,405.52741127742513,-2.7462442628391663
0,2048,r/M=50,405.5774112774251,-2.74626700167127
0,2048,r/M=50,405.62741127742504,-2.7462897364932717
0,2048,r/M=50,405.677411277425,-2.7463124673382535
0,2048,r/M=50,405.72741127742495,-2.7463351941585796
0,2048,r/M=50,405.7774112774249,-2.7463579169238774
0,2048,r/M=50,405.82741127742486,-2.7463806356383476
0,2048,r/M=50,405.8774112774248,-2.7464033503407874
0,2048,r/M=50,405.92741127742477,-2.746426061081537
0,2048,r/M=50,405.9774112774247,-2.7464487677090226
0,2048,r/M=50,406.0274112774247,-2.7464714702908424
0,2048,r/M=50,406.07741127742463,-2.7464941688830726
0,2048,r/M=50,406.1274112774246,-2.746516863437919
0,2048,r/M=50,406.17741127742454,-2.7465395539537263
0,2048,r/M=50,406.2274112774245,-2.7465622403422336
0,2048,r/M=50,406.27741127742445,-2.7465849227287435
0,2048,r/M=50,406.3274112774244,-2.7466076010365086
0,2048,r/M=50,406.37741127742436,-2.7466302752176044
0,2048,r/M=50,406.4274112774243,-2.7466529455301814
0,2048,r/M=50,406.47741127742427,-2.746675611666417
0,2048,r/M=50,406.5274112774242,-2.746698273653395
0,2048,r/M=50,406.5774112774242,-2.746720931743535
0,2048,r/M=50,406.62741127742413,-2.7467435856808575
0,2048,r/M=50,406.6774112774241,-2.746766235544438
0,2048,r/M=50,406.72741127742404,-2.746788881355579
0,2048,r/M=50,406.777411277424,-2.746811523014187
0,2048,r/M=50,406.82741127742395,-2.7468341606108897
0,2048,r/M=50,406.8774112774239,-2.746856794195872
0,2048,r/M=50,406.92741127742386,-2.74687942371524
0,2048,r/M=50,406.9774112774238,-2.746902049086144
0,2048,r/M=50,407.02741127742377,-2.746924670341362
0,2048,r/M=50,407.0774112774237,-2.74694728757731
0,2048,r/M=50,407.1274112774237,-2.7469699007342268
0,2048,r/M=50,407.17741127742363,-2.7469925097002306
0,2048,r/M=50,407.2274112774236,-2.7470151146295763
0,2048,r/M=50,407.27741127742354,-2.7470377154971604
0,2048,r/M=50,407.3274112774235,-2.7470603122662767
0,2048,r/M=50,407.37741127742345,-2.7470829048596634
0,2048,r/M=50,407.4274112774234,-2.747105493356336
0,2048,r/M=50,407.47741127742336,-2.7471280778411247
0,2048,r/M=50,407.5274112774233,-2.7471506581672354
0,2048,r/M=50,407.57741127742327,-2.7471732344020947
0,2048,r/M=50,407.6274112774232,-2.7471958065552213
0,2048,r/M=50,407.6774112774232,-2.74721837450867
0,2048,r/M=50,407.72741127742313,-2.7472409384167484
0,2048,r/M=50,407.7774112774231,-2.7472634982425976
0,2048,r/M=50,407.82741127742304,-2.7472860538797805
0,2048,r/M=50,407.877411277423,-2.747308605511608
0,2048,r/M=50,407.92741127742295,-2.7473311530142266
0,2048,r/M=50,407.9774112774229,-2.747353696344879
0,2048,r/M=50,408.02741127742286,-2.747376235582538
0,2048,r/M=50,408.0774112774228,-2.7473987706496272
0,2048,r/M=50,408.12741127742277,-2.7474213016831124
0,2048,r/M=50,408.1774112774227,-2.7474438286053933
0,2048,r/M=50,408.2274112774227,-2.7474663514142343
0,2048,r/M=50,408.27741127742263,-2.747488870055169
0,2048,r/M=50,408.3274112774226,-2.747511384578138
0,2048,r/M=50,408.37741127742254,-2.747533895056308
0,2048,r/M=50,408.4274112774225,-2.74755640135392
0,2048,r/M=50,408.47741127742245,-2.747578903590548
0,2048,r/M=50,408.5274112774224,-2.747601401711645
0,2048,r/M=50,408.57741127742236,-2.7476238956626244
0,2048,r/M=50,408.6274112774223,-2.747646385475964
0,2048,r/M=50,408.67741127742227,-2.747668871253837
0,2048,r/M=50,408.7274112774222,-2.747691352889351
0,2048,r/M=50,408.7774112774222,-2.74771383046144
0,2048,r/M=50,408.82741127742213,-2.747736303915438
0,2048,r/M=50,408.8774112774221,-2.747758773173396
0,2048,r/M=50,408.92741127742204,-2.7477812383200306
0,2048,r/M=50,408.977411277422,-2.747803699411024
0,2048,r/M=50,409.02741127742195,-2.747826156345133
0,2048,r/M=50,409.0774112774219,-2.747848609178013
0,2048,r/M=50,409.12741127742186,-2.747871058040915
0,2048,r/M=50,409.1774112774218,-2.747893502675553
0,2048,r/M=50,409.22741127742177,-2.7479159431724285
0,2048,r/M=50,409.2774112774217,-2.7479383795988115
0,2048,r/M=50,409.3274112774217,-2.7479608119580043
0,2048,r/M=50,409.37741127742163,-2.747983240247482
0,2048,r/M=50,409.4274112774216,-2.7480056643541566
0,2048,r/M=50,409.47741127742154,-2.7480280843161657
0,2048,r/M=50,409.5274112774215,-2.748050500328787
0,2048,r/M=50,409.57741127742145,-2.748072912238153
0,2048,r/M=50,409.6274112774214,-2.748095319907772
0,2048,r/M=50,409.67741127742136,-2.7481177235503838
0,2048,r/M=50,409.7274112774213,-2.7481401231692075
0,2048,r/M=50,409.77741127742127,-2.7481625187325105
0,2048,r/M=50,409.8274112774212,-2.7481849100745803
0,2048,r/M=50,409.8774112774212,-2.7482072973907417
0,2048,r/M=50,409.92741127742113,-2.7482296806841635
0,2048,r/M=50,409.9774112774211,-2.7482520598181766
0,2048,r/M=50,410.02741127742104,-2.7482744349532
0,2048,r/M=50,410.077411277421,-2.74829680596417
0,2048,r/M=50,410.12741127742095,-2.7483191729415917
0,2048,r/M=50,410.1774112774209,-2.74834153588857
0,2048,r/M=50,410.22741127742086,-2.748363894674114
0,2048,r/M=50,410.2774112774208,-2.748386249417863
0,2048,r/M=50,410.32741127742077,-2.748408600128711
0,2048,r/M=50,410.3774112774207,-2.7484309467747217
0,2048,r/M=50,410.4274112774207,-2.748453289428914
0,2048,r/M=50,410.47741127742063,-2.7484756280360005
0,2048,r/M=50,410.5274112774206,-2.7484979624881465
0,2048,r/M=50,410.57741127742054,-2.748520292922508
0,2048,r/M=50,410.6274112774205,-2.748542619400437
0,2048,r/M=50,410.67741127742045,-2.748564941843234
0,2048,r/M=50,410.7274112774204,-2.7485872601954977
0,2048,r/M=50,410.77741127742036,-2.7486095745010233
0,2048,r/M=50,410.8274112774203,-2.748631884885349
0,2048,r/M=50,410.87741127742026,-2.7486541911470836
0,2048,r/M=50,410.9274112774202,-2.7486764933241483
0,2048,r/M=50,410.9774112774202,-2.7486987916939247
0,2048,r/M=50,411.02741127742013,-2.7487210860140623
0,2048,r/M=50,411.0774112774201,-2.748743376217334
0,2048,r/M=50,411.12741127742004,-2.7487656624467953
0,2048,r/M=50,411.17741127742,-2.748787944740381
0,2048,r/M=50,411.22741127741995,-2.74881022304253
0,2048,r/M=50,411.2774112774199,-2.7488324972801075
0,2048,r/M=50,411.32741127741986,-2.7488547675962067
0,2048,r/M=50,411.3774112774198,-2.7488770338884447
0,2048,r/M=50,411.42741127741976,-2.748899296165464
0,2048,r/M=50,411.4774112774197,-2.748921554628865
0,2048,r/M=50,411.5274112774197,-2.7489438090709606
0,2048,r/M=50,411.5774112774196,-2.7489660594652667
0,2048,r/M=50,411.6274112774196,-2.74898830597246
0,2048,r/M=50,411.67741127741954,-2.74901054852512
0,2048,r/M=50,411.7274112774195,-2.749032787090888
0,2048,r/M=50,411.77741127741945,-2.749055021701745
0,2048,r/M=50,411.8274112774194,-2.7490772524189375
0,2048,r/M=50,411.87741127741936,-2.7490994792627563
0,2048,r/M=50,411.9274112774193,-2.7491217020837286
0,2048,r/M=50,411.97741127741926,-2.7491439209313513
0,2048,r/M=50,412.0274112774192,-2.749166135983948
0,2048,r/M=50,412.0774112774192,-2.749188347050989
0,2048,r/M=50,412.1274112774191,-2.7492105542815293
0,2048,r/M=50,412.1774112774191,-2.749232757643103
0,2048,r/M=50,412.22741127741904,-2.749254956921614
0,2048,r/M=50,412.277411277419,-2.749277152365697
0,2048,r/M=50,412.32741127741895,-2.7492993440248714
0,2048,r/M=50,412.3774112774189,-2.7493215317376976
0,2048,r/M=50,412.42741127741886,-2.7493437155712233
0,2048,r/M=50,412.4774112774188,-2.749365895574931
0,2048,r/M=50,412.52741127741876,-2.7493880716576173
0,2048,r/M=50,412.5774112774187,-2.749410243880463
0,2048,r/M=50,412.6274112774187,-2.749432412257754
0,2048,r/M=50,412.6774112774186,-2.7494545768330942
0,2048,r/M=50,412.7274112774186,-2.7494767375327918
0,2048,r/M=50,412.77741127741854,-2.749498894324168
0,2048,r/M=50,412.8274112774185,-2.7495210473035807
0,2048,r/M=50,412.87741127741845,-2.7495431965380868
0,2048,r/M=50,412.9274112774184,-2.7495653419480597
0,2048,r/M=50,412.97741127741835,-2.7495874834127423
0,2048,r/M=50,413.0274112774183,-2.7496096211752126
0,2048,r/M=50,413.07741127741826,-2.7496317551088323
0,2048,r/M=50,413.1274112774182,-2.7496538852688874
0,2048,r/M=50,413.1774112774182,-2.749676011622604
0,2048,r/M=50,413.2274112774181,-2.7496981340549667
0,2048,r/M=50,413.2774112774181,-2.7497202528385123
0,2048,r/M=50,413.32741127741804,-2.7497423678406085
0,2048,r/M=50,413.377411277418,-2.7497644790225384
0,2048,r/M=50,413.42741127741795,-2.7497865864454307
0,2048,r/M=50,413.4774112774179,-2.7498086901057963
0,2048,r/M=50,413.52741127741785,-2.7498307900471457
0,2048,r/M=50,413.5774112774178,-2.7498528861719422
0,2048,r/M=50,413.62741127741776,-2.7498749786059533
0,2048,r/M=50,413.6774112774177,-2.74989706726924
0,2048,r/M=50,413.7274112774177,-2.7499191521641246
0,2048,r/M=50,413.7774112774176,-2.74994123339288
0,2048,r/M=50,413.8274112774176,-2.749963310857867
0,2048,r/M=50,413.87741127741754,-2.7499853846378337
0,2048,r/M=50,413.9274112774175,-2.7500074547233195
0,2048,r/M=50,413.97741127741745,-2.750029521051901
0,2048,r/M=50,414.0274112774174,-2.7500515836846673
0,2048,r/M=50,414.07741127741735,-2.7500736426356522
0,2048,r/M=50,414.1274112774173,-2.750095697912997
0,2048,r/M=50,414.17741127741726,-2.7501177494659763
0,2048,r/M=50,414.2274112774172,-2.750139797332126
0,2048,r/M=50,414.2774112774172,-2.75016184156665
0,2048,r/M=50,414.3274112774171,-2.750183882054015
0,2048,r/M=50,414.3774112774171,-2.750205918978941
0,2048,r/M=50,414.42741127741704,-2.7502279522317576
0,2048,r/M=50,414.477411277417,-2.750249981779298
0,2048,r/M=50,414.52741127741695,-2.750272007682622
0,2048,r/M=50,414.5774112774169,-2.7502940299321064
0,2048,r/M=50,414.62741127741685,-2.750316048612387
0,2048,r/M=50,414.6774112774168,-2.7503380635724124
0,2048,r/M=50,414.72741127741676,-2.750360074920364
0,2048,r/M=50,414.7774112774167,-2.7503820827055194
0,2048,r/M=50,414.8274112774167,-2.7504040868533735
0,2048,r/M=50,414.8774112774166,-2.7504260873778072
0,2048,r/M=50,414.9274112774166,-2.7504480842219396
0,2048,r/M=50,414.97741127741654,-2.750470077547045
0,2048,r/M=50,415.0274112774165,-2.750492067296241
0,2048,r/M=50,415.07741127741645,-2.7505140534008086
0,2048,r/M=50,415.1274112774164,-2.750536035939465
0,2048,r/M=50,415.17741127741635,-2.750558014861155
0,2048,r/M=50,415.2274112774163,-2.750579990191493
0,2048,r/M=50,415.27741127741626,-2.7506019620151094
0,2048,r/M=50,415.3274112774162,-2.7506239302573054
0,2048,r/M=50,415.3774112774162,-2.750645894855138
0,2048,r/M=50,415.4274112774161,-2.750667855952248
0,2048,r/M=50,415.4774112774161,-2.7506898134856828
0,2048,r/M=50,415.52741127741604,-2.750711767439687
0,2048,r/M=50,415.577411277416,-2.750733717904787
0,2048,r/M=50,415.62741127741594,-2.7507556648120692
0,2048,r/M=50,415.6774112774159,-2.7507776081339235
0,2048,r/M=50,415.72741127741585,-2.750799547925423
0,2048,r/M=50,415.7774112774158,-2.750821484229839
0,2048,r/M=50,415.82741127741576,-2.750843416913174
0,2048,r/M=50,415.8774112774157,-2.7508653461545807
0,2048,r/M=50,415.9274112774157,-2.7508872719323234
0,2048,r/M=50,415.9774112774156,-2.750909194070948
0,2048,r/M=50,416.0274112774156,-2.7509311127200684
0,2048,r/M=50,416.07741127741554,-2.7509530278992766
0,2048,r/M=50,416.1274112774155,-2.750974939545373
0,2048,r/M=50,416.17741127741544,-2.7509968477311415
0,2048,r/M=50,416.2274112774154,-2.7510187524288363
0,2048,r/M=50,416.27741127741535,-2.751040653539697
0,2048,r/M=50,416.3274112774153,-2.7510625511897255
0,2048,r/M=50,416.37741127741526,-2.7510844454102994
0,2048,r/M=50,416.4274112774152,-2.751106336114443
0,2048,r/M=50,416.4774112774152,-2.751128223315741
0,2048,r/M=50,416.5274112774151,-2.7511501070100146
0,2048,r/M=50,416.5774112774151,-2.7511719872581906
0,2048,r/M=50,416.62741127741504,-2.751193864121212
0,2048,r/M=50,416.677411277415,-2.7512157374409503
0,2048,r/M=50,416.72741127741494,-2.7512376072309275
0,2048,r/M=50,416.7774112774149,-2.751259473629038
0,2048,r/M=50,416.82741127741485,-2.751281336577756
0,2048,r/M=50,416.8774112774148,-2.7513031959602734
0,2048,r/M=50,416.92741127741476,-2.7513250519855843
0,2048,r/M=50,416.9774112774147,-2.751346904572415
0,2048,r/M=50,417.02741127741467,-2.751368753597957
0,2048,r/M=50,417.0774112774146,-2.7513905992830985
0,2048,r/M=50,417.1274112774146,-2.7514124415168677
0,2048,r/M=50,417.17741127741454,-2.7514342802060128
0,2048,r/M=50,417.2274112774145,-2.7514561154766044
0,2048,r/M=50,417.27741127741444,-2.7514779473776727
0,2048,r/M=50,417.3274112774144,-2.751499775774412
0,2048,r/M=50,417.37741127741435,-2.751521600698015
0,2048,r/M=50,417.4274112774143,-2.7515434222567943
