tau,u_rho_0_r_2.0914885,u_rho_0.25_r_3.765829,u_rho_0.5_r_5.4401696,u_rho_0.75_r_7.1145101,u_rho_1_r_8.7888507
0.0,1.457167719820518e-16,0.0006600401974941605,0.6327368805949284,6.982860527651735e-08,-4.163336342344337e-17
0.04,-7.417677583276827e-15,0.0006664090430297358,0.6326539464299199,7.163881203531286e-08,1.3884726701718364e-14
0.08,-1.4752088439706768e-14,0.0006856424787669256,0.6323406850274922,7.840552884025298e-08,2.7707003358301563e-14
0.12000000000000001,-2.1843638009499955e-14,0.0007180681764601612,0.6316950183256871,9.311809371151392e-08,4.140437992461443e-14
0.16,-2.8504976157250894e-14,0.000764194593061561,0.6306132510478109,1.205850789463836e-07,5.5212778793389816e-14
0.19999999999999998,-3.519406988061746e-14,0.0008247117364704598,0.6289921599237074,1.6842741094522107e-07,6.83481049534862e-14
0.23999999999999996,-4.151540222707695e-14,0.0009004930843035455,0.6267310943727051,2.485561492807098e-07,8.08311750866153e-14
0.27999999999999997,-4.71359062892418e-14,0.0009925985547209436,0.6237340325465206,3.79340572249226e-07,9.320322291728189e-14
0.32,-5.2235993308613615e-14,0.0011022784238628527,0.6199115385595078,5.887445926264223e-07,1.0487444246365385e-13
0.36000000000000004,-5.6316062924111066e-14,0.0012309780797256156,0.6151825705250753,9.188008919733259e-07,1.1600442828552104e-13
0.4000000000000001,-5.965367089189044e-14,0.0013803434972601107,0.6094760944639591,1.43190480293362e-06,1.2635725799015063e-13
0.4400000000000001,-6.247086181687678e-14,0.0015522273141376323,0.6027324659816123,2.219545482580465e-06,1.3577333701775274e-13
0.48000000000000015,-6.409456299039107e-14,0.0017486953809628981,0.5949045495099441,3.4142504393291917e-06,1.4487716581967902e-13
0.5200000000000001,-6.481967740334937e-14,0.001972033653815961,0.5859585535249452,5.205699295907085e-06,1.5307199952019346e-13
0.5600000000000002,-6.442069100387471e-14,0.002224755290903869,0.5758745691267243,7.86215922970665e-06,1.6054518825470154e-13
0.6000000000000002,-6.24465756882131e-14,0.0025096078088930607,0.5646468083483706,1.1758599934508923e-05,1.6721693474330834e-13
0.6400000000000002,-5.911243716738568e-14,0.0028295801483094844,0.5522835472128742,1.741304806895244e-05,1.7309417787991777e-13
0.6800000000000003,-5.3609894301587246e-14,0.0031879094913205373,0.538806786586391,2.5532923205616107e-05,1.7868345691951504e-13
0.7200000000000003,-4.609854165060767e-14,0.0035880876694245247,0.5242516510307678,3.707323749654878e-05,1.8341231311502781e-13
0.7600000000000003,-3.55201978941011e-14,0.004033866993212929,0.5086655519413353,5.330861299981775e-05,1.8785320521352844e-13
0.8000000000000004,-2.114627917215728e-14,0.004529265331592935,0.492107146128106,7.59210429851706e-05,1.9162449405030202e-13
0.8400000000000004,-1.717376241217039e-15,0.0050785702638491415,0.4746451245791602,0.000107105162784768,1.9518761606995838e-13
0.8800000000000004,2.4893281880267182e-14,0.005686342124851869,0.4563568684105723,0.00014969246707150635,1.9903523273967494e-13
0.9200000000000005,6.052103262987885e-14,0.006357415761750397,0.43732700998682655,0.00020729538078941012,2.030320356283255e-13
0.9600000000000005,1.0980452658237994e-13,0.007096900819825308,0.41764593696466484,0.00028447133236399885,2.088364203789439e-13
1.0000000000000004,1.77788339605911e-13,0.007910180375954694,0.39740827568561915,0.00038690597125834447,2.189637360316965e-13
1.0400000000000005,2.721954606155208e-13,0.008802907740549655,0.37671138806178134,0.0005216134114739354,2.386806030596489e-13
1.0800000000000005,4.036770917537069e-13,0.009781001252993742,0.35565391303011284,0.0006971498794691375,2.8086907799540484e-13
1.1200000000000006,5.876722719566629e-13,0.010850636901690969,0.33433437996896775,0.0009238354311286931,3.7191777435552353e-13
1.1600000000000006,8.462154588162463e-13,0.012018238607927174,0.31284991735612305,0.0012139765332787045,5.686770498947169e-13
1.2000000000000006,1.209143896119258e-12,0.01329046602296504,0.2912950755759008,0.0015820803608031508,9.886327867469902e-13
1.2400000000000007,1.7185350364989915e-12,0.014674199700200195,0.2697607783188217,0.0020450497448376084,1.8735742124409427e-12
1.2800000000000007,2.4323772163103996e-12,0.0161765235188443,0.24833341260982544,0.00262234594626691,3.710198814843579e-12
