observer,price_target,trusted_until_U_over_M,trusted_until_kappa_U,median_spatial_convergence_ratio,floor_safety_factor,amplitude_at_trusted_end
r8M,5.0,898.4305295291077,0.3506750587218845,3.8852424784683044,10.0,6.156668654943181e-11
r16M,5.0,1112.3305295337766,0.43416442445121123,3.938391464909902,10.0,8.55335962594859e-11
outer,3.0,1822.630529549281,0.7114084472541136,3.2644488159096947,10.0,4.446074851449059e-09
