observer,price_target,trusted_until_U_over_M,trusted_until_kappa_U,median_spatial_convergence_ratio,floor_safety_factor,amplitude_at_trusted_end
r8M,5.0,911.6336343082654,0.7110994179191263,10.549096625640093,10.0,4.95768045036725e-11
r16M,5.0,1111.8836343126363,0.8672999496705273,12.551414028520679,10.0,6.80733464097575e-11
outer,3.0,1262.6336343159269,0.9848891140227055,10.000236067430015,10.0,3.5888868174145174e-09
