length_over_M,observer,price_interval_start_U_over_M,price_interval_end_U_over_M,continuous_duration_U_over_M,passes_price_duration,covers_screen_anchor_U_over_M,passes_screen,price_target,relative_price_tolerance,required_duration_U_over_M,maximum_sds_refinement_in_interval,maximum_reference_refinement_in_interval,time_translation_fitted
5120.0,r8M,51.47897208702943,55.62897208702566,4.149999999996226,False,False,False,5.0,0.05,150.0,1.2349707717221746e-08,1.734498581301807e-08,False
5120.0,r16M,227.87897208686903,241.37897208685675,13.499999999987722,False,False,False,5.0,0.05,150.0,0.0,0.001339697664509293,False
5120.0,outer,154.1289720869361,474.97897208664426,320.8499999997082,True,True,True,3.0,0.05,150.0,0.0015013998776649174,0.0009470160593825113,False
