observer,resolution,timestep_over_M,exponential_scaled_window,floor_multiplier,floor_fraction_of_waveform_peak,departure_U_over_M,entry_U_over_M,departure_kappa_U,entry_kappa_U,crossover_duration_U_over_M,cosmological_rate_relative_tolerance,minimum_cosmological_scaled_duration,status,floor_source,cosmological_entry_without_price_anchor_U_over_M,cosmological_entry_without_price_anchor_kappa_U,cosmological_entry_anchor,trusted_until_U_over_M
r8M,3072,0.0025,0.15,10.0,2.220446049250313e-12,878.4305295286712,,0.34286866641432706,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,898.4305295291077
r8M,3072,0.0025,0.15,100.0,2.220446049250313e-11,878.4305295286712,,0.34286866641432706,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1060.3305295326415
r8M,3072,0.0025,0.15,1000.0,2.220446049250313e-10,660.2305295239083,,0.2577009263388754,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,680.2305295243449
r8M,3072,0.0025,0.25,10.0,2.220446049250313e-12,878.4305295286712,,0.34286866641432706,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,898.4305295291077
r8M,3072,0.0025,0.25,100.0,2.220446049250313e-11,878.4305295286712,,0.34286866641432706,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1060.3305295326415
r8M,3072,0.0025,0.25,1000.0,2.220446049250313e-10,660.2305295239083,,0.2577009263388754,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,680.2305295243449
r8M,3072,0.0025,0.4,10.0,2.220446049250313e-12,878.4305295286712,,0.34286866641432706,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,898.4305295291077
r8M,3072,0.0025,0.4,100.0,2.220446049250313e-11,878.4305295286712,,0.34286866641432706,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1060.3305295326415
r8M,3072,0.0025,0.4,1000.0,2.220446049250313e-10,660.2305295239083,,0.2577009263388754,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,680.2305295243449
r16M,3072,0.0025,0.15,10.0,2.220446049250313e-12,1092.33052953334,,0.4263580321436538,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1112.3305295337766
r16M,3072,0.0025,0.15,100.0,2.220446049250313e-11,1092.33052953334,,0.4263580321436538,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1112.3305295337766
r16M,3072,0.0025,0.15,1000.0,2.220446049250313e-10,894.180529529015,,0.3490162003565285,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,914.1805295294515
r16M,3072,0.0025,0.25,10.0,2.220446049250313e-12,1092.33052953334,,0.4263580321436538,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1112.3305295337766
r16M,3072,0.0025,0.25,100.0,2.220446049250313e-11,1092.33052953334,,0.4263580321436538,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1112.3305295337766
r16M,3072,0.0025,0.25,1000.0,2.220446049250313e-10,894.180529529015,,0.3490162003565285,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,914.1805295294515
r16M,3072,0.0025,0.4,10.0,2.220446049250313e-12,1092.33052953334,,0.4263580321436538,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1112.3305295337766
r16M,3072,0.0025,0.4,100.0,2.220446049250313e-11,1092.33052953334,,0.4263580321436538,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1112.3305295337766
r16M,3072,0.0025,0.4,1000.0,2.220446049250313e-10,894.180529529015,,0.3490162003565285,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,914.1805295294515
outer,3072,0.0025,0.15,10.0,2.220446049250313e-12,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.15,100.0,2.220446049250313e-11,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.15,1000.0,2.220446049250313e-10,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.25,10.0,2.220446049250313e-12,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.25,100.0,2.220446049250313e-11,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.25,1000.0,2.220446049250313e-10,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.4,10.0,2.220446049250313e-12,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.4,100.0,2.220446049250313e-11,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
outer,3072,0.0025,0.4,1000.0,2.220446049250313e-10,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1822.630529549281
