observer,resolution,timestep_over_M,departure_U_over_M,entry_U_over_M,departure_kappa_U,entry_kappa_U,crossover_duration_U_over_M,cosmological_rate_relative_tolerance,minimum_cosmological_scaled_duration,status,floor_source,cosmological_entry_without_price_anchor_U_over_M,cosmological_entry_without_price_anchor_kappa_U,cosmological_entry_anchor,trusted_until_U_over_M
outer,1536,0.0025,,,,,,0.1,0.4,no_resolved_price_interval,round_off_estimate,,,start_of_resolved_record,
outer,2048,0.0025,,,,,,0.1,0.4,no_resolved_price_interval,round_off_estimate,,,start_of_resolved_record,
outer,3072,0.0025,,,,,,0.1,0.4,no_resolved_price_interval,round_off_estimate,2915.7336343520105,2.274352779631899,start_of_resolved_record,
outer,2048,0.00125,,,,,,0.1,0.4,no_resolved_price_interval,round_off_estimate,,,start_of_resolved_record,
