observer,price_target,trusted_until_U_over_M,trusted_until_kappa_U,median_spatial_convergence_ratio,floor_safety_factor,amplitude_at_trusted_end
r8M,5.0,828.4398037631086,1.290380966642153,10.21710304742036,10.0,4.261738212029184e-11
r16M,5.0,950.8398037657803,1.4810316688452676,8.174069825228855,10.0,5.139993688292027e-11
outer,3.0,2029.8398037893326,3.161686143331874,9.98384262412436,10.0,6.795685397150565e-09
