observer,resolution,timestep_over_M,exponential_scaled_window,floor_multiplier,floor_fraction_of_waveform_peak,departure_U_over_M,entry_U_over_M,departure_kappa_U,entry_kappa_U,crossover_duration_U_over_M,cosmological_rate_relative_tolerance,minimum_cosmological_scaled_duration,status,floor_source,cosmological_entry_without_price_anchor_U_over_M,cosmological_entry_without_price_anchor_kappa_U,cosmological_entry_anchor,trusted_until_U_over_M
r8M,3072,0.0025,0.15,10.0,2.220446049250313e-12,733.8836343043855,,0.5724495077128265,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,911.6336343082654
r8M,3072,0.0025,0.15,100.0,2.220446049250313e-11,733.8836343043855,,0.5724495077128265,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1024.7836343107351
r8M,3072,0.0025,0.15,1000.0,2.220446049250313e-10,650.3336343025618,,0.507278199708684,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,670.3336343029983
r8M,3072,0.0025,0.25,10.0,2.220446049250313e-12,733.8836343043855,,0.5724495077128265,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,911.6336343082654
r8M,3072,0.0025,0.25,100.0,2.220446049250313e-11,733.8836343043855,,0.5724495077128265,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1024.7836343107351
r8M,3072,0.0025,0.25,1000.0,2.220446049250313e-10,650.3336343025618,,0.507278199708684,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,670.3336343029983
r8M,3072,0.0025,0.4,10.0,2.220446049250313e-12,733.8836343043855,,0.5724495077128265,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,911.6336343082654
r8M,3072,0.0025,0.4,100.0,2.220446049250313e-11,733.8836343043855,,0.5724495077128265,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1024.7836343107351
r8M,3072,0.0025,0.4,1000.0,2.220446049250313e-10,650.3336343025618,,0.507278199708684,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,670.3336343029983
r16M,3072,0.0025,0.15,10.0,2.220446049250313e-12,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1111.8836343126363
r16M,3072,0.0025,0.15,100.0,2.220446049250313e-11,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1111.8836343126363
r16M,3072,0.0025,0.15,1000.0,2.220446049250313e-10,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,889.3336343077787
r16M,3072,0.0025,0.25,10.0,2.220446049250313e-12,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1111.8836343126363
r16M,3072,0.0025,0.25,100.0,2.220446049250313e-11,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1111.8836343126363
r16M,3072,0.0025,0.25,1000.0,2.220446049250313e-10,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,889.3336343077787
r16M,3072,0.0025,0.4,10.0,2.220446049250313e-12,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1111.8836343126363
r16M,3072,0.0025,0.4,100.0,2.220446049250313e-11,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1111.8836343126363
r16M,3072,0.0025,0.4,1000.0,2.220446049250313e-10,731.933634304343,,0.5709284538455844,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,889.3336343077787
outer,3072,0.0025,0.15,10.0,2.220446049250313e-12,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.15,100.0,2.220446049250313e-11,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.15,1000.0,2.220446049250313e-10,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.25,10.0,2.220446049250313e-12,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.25,100.0,2.220446049250313e-11,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.25,1000.0,2.220446049250313e-10,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.4,10.0,2.220446049250313e-12,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.4,100.0,2.220446049250313e-11,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
outer,3072,0.0025,0.4,1000.0,2.220446049250313e-10,,,,,,0.1,0.4,no_resolved_price_interval,refinement_ladder,,,start_of_resolved_record,1262.6336343159269
