ell,L,resolution,timestep,schwarzschild_scri_power,schwarzschild_scri_r_squared,sds_tail_metric,sds_tail_metric_kind,reference_relative_l2_to_finest,sds_relative_l2_to_finest,sds_tail_relative_l2_to_finest,reference_max_constraint,sds_max_constraint
0,160.0,512,0.005,2.0200351244830967,0.9987738459054931,0.08644899398003839,constant,9.593526065327413e-06,7.091377922913967e-05,0.00016149040863878107,8.26277539118736e-10,6.299336918707912e-10
0,160.0,1024,0.005,2.0250853078330273,0.9999937531353823,0.08646819667954055,constant,0.0,0.0,0.0,1.5926896011319463e-09,4.815345810525025e-09
