angular_ell_max,antipodal_peak_amplitude,arrival_U_over_M,phase_degrees,amplitude,delay_over_M,variance_explained,window_start_U_over_M,window_end_U_over_M
30,0.07487839162232272,44.1458630274533,43.1011990653566,2.198012108923025,17.72,0.9463976092095562,36.1458630274533,57.32086302741175
36,0.07487780119648058,44.1458630274533,43.10119966095065,2.1980121417861582,17.72,0.9463976566507544,36.1458630274533,57.32086302741175
40,0.07487778902905964,44.1458630274533,43.10119958725219,2.198012139936714,17.72,0.946397655597408,36.1458630274533,57.32086302741175
44,0.07487778976037512,44.1458630274533,43.101199576987725,2.1980121393722425,17.72,0.9463976551397538,36.1458630274533,57.32086302741175
46,0.07487778979295938,44.1458630274533,43.10119957709834,2.1980121393758796,17.72,0.9463976551419719,36.1458630274533,57.32086302741175
48,0.07487778979303801,44.1458630274533,43.10119957724361,2.198012139378069,17.72,0.9463976551434072,36.1458630274533,57.32086302741175
50,0.07487778979153017,44.1458630274533,43.101199577177155,2.198012139376295,17.72,0.9463976551421219,36.1458630274533,57.32086302741175
