ell,L,support_half_width,resolution,timestep,schwarzschild_scri_power,schwarzschild_scri_r_squared,gamma_over_kappa,exponential_r_squared,exponential_start,exponential_end
1,160.0,2.75,1024,0.005,3.047811027322296,0.9996802385063793,0.9146490673274996,0.9999873643974961,367.72572754171273,529.7257275415654
1,160.0,3.0,1024,0.005,3.002680133192351,0.9999567165863112,1.0911169589340772,0.9996559930995541,430.075727541656,592.0757275415087
