U,schwarzschild_scri_plus,sds_L20_cosmological_horizon,difference_L20,sds_L40_cosmological_horizon,difference_L40,sds_L80_cosmological_horizon,difference_L80,sds_L160_cosmological_horizon,difference_L160
42.327411277759815,-0.015580217727256963,-0.02353748631756613,-0.007957268590309166,-0.019088291849869286,-0.003508074122612323,-0.0194760780804875,-0.003895860353230536,-0.016149959154271348,-0.0005697414270143843
42.377411277759805,-0.015106622778376037,-0.0236684880001196,-0.008561865221743563,-0.018767784449873544,-0.0036611616714975065,-0.019067950949995804,-0.003961328171619767,-0.015699721762062312,-0.000593098983686275
42.427411277759795,-0.014628227316088418,-0.023785367482745665,-0.009157140166657246,-0.0184378834710001,-0.0038096561549116805,-0.018653334127031677,-0.004025106810943259,-0.015243936863877249,-0.0006157095477888307
42.477411277759785,-0.014145367449419775,-0.02388819123315129,-0.009742823783731515,-0.018098873935199294,-0.00395350648577952,-0.018232538970144235,-0.004087171520724461,-0.014782933292386396,-0.0006375658429666215
42.527411277759775,-0.013658378759640344,-0.02397703297088173,-0.010318654211241387,-0.017751043576206785,-0.0040926648165664405,-0.01780587756494602,-0.0041474988053056775,-0.014317039878348073,-0.000658661118707729
42.577411277759765,-0.013167596101570244,-0.024051973558846872,-0.010884377457276629,-0.017394682641507037,-0.004227086539936793,-0.01737366253076422,-0.004206066429193975,-0.01384658525130633,-0.000678989149736086
42.627411277759755,-0.012673353407251254,-0.024113100891848028,-0.011439747484596774,-0.017030083694708417,-0.004356730287457164,-0.016936206828785466,-0.0042628534215342125,-0.013371897642340138,-0.0006985442350888847
42.677411277759745,-0.012175983492085991,-0.024160509782195288,-0.011984526290109297,-0.016657541418443583,-0.004481557926357592,-0.016493823571789492,-0.004317840079703501,-0.012893304688960057,-0.0007173211968740656
42.727411277759735,-0.011675817863535049,-0.02419430184250658,-0.012518483978971531,-0.016277352417909046,-0.004601534554373997,-0.016046825835571155,-0.004371007972036106,-0.012411133242253191,-0.0007353153787181422
42.777411277759725,-0.011173186532463259,-0.02421458536577928,-0.01304139883331602,-0.015889815025155025,-0.004716628492691766,-0.015595526472151417,-0.004422339939688158,-0.01192570917637111,-0.0007525226439078509
42.827411277759715,-0.010668417827225917,-0.02422147520282759,-0.013553057375601673,-0.01549522910423354,-0.004826811277007622,-0.015140237924869702,-0.004471820097643785,-0.011437357200449427,-0.0007689393732235091
42.877411277759705,-0.010161838210579779,-0.024215092637178196,-0.014053254426598417,-0.015093895857316086,-0.004932057646736307,-0.014681272045455714,-0.0045194338348759355,-0.01094640067305639,-0.0007845624624766116
42.927411277759695,-0.009653772099502656,-0.024195565257517756,-0.0145417931580151,-0.014686117631884796,-0.005032345532382141,-0.014218939913163317,-0.004565167813660662,-0.0104531614192534,-0.0007993893197507443
42.977411277759686,-0.009144541688003115,-0.024163026827786163,-0.015018485139783048,-0.01427219772910385,-0.005127656041100735,-0.013753551656063887,-0.004609009968060771,-0.009957959550355165,-0.0008134178623520495
43.027411277759676,-0.008634466772998787,-0.024117617155010398,-0.015483150382011611,-0.013852440213473993,-0.005217973440475206,-0.013285416274580731,-0.004650949501581944,-0.009461113286470318,-0.0008266465134715312
43.077411277759666,-0.008123864583337885,-0.024059481954973747,-0.01593561737163586,-0.013427149723869844,-0.005303285140531959,-0.012814841467355755,-0.0046909768840178705,-0.008962938781907622,-0.0008390741985697375
43.127411277759656,-0.007613049612040092,-0.023988772715815582,-0.01637572310377549,-0.012996631286061912,-0.005383581674021819,-0.012342133459523293,-0.0047290838474832,-0.00846374995351935,-0.0008507003414792574
43.177411277759646,-0.00710233345182348,-0.023905646559657143,-0.016803313107833662,-0.012561190126819895,-0.0054588566749964144,-0.011867596833480022,-0.004765263381656542,-0.007963858312064687,-0.0008615248602412071
43.227411277759636,-0.006592024633988667,-0.02381026610234948,-0.01721824146836081,-0.012121131489692351,-0.005529106855703684,-0.011391534362219534,-0.004799509728230867,-0.007463572796659618,-0.0008715481626709511
43.277411277759626,-0.006082428470723215,-0.023702799311439232,-0.017620370840716017,-0.011676760452557495,-0.00559433198183428,-0.010914246845318876,-0.004831818374595662,-0.00696319961238819,-0.0008807711416649756
43.327411277759616,-0.005573846900889174,-0.02358341936244837,-0.018009572461559195,-0.01122838174703671,-0.005654534846147535,-0.010436032947641996,-0.004862186046752821,-0.006463042071140663,-0.0008891951702514889
43.377411277759606,-0.005066578339354483,-0.023452304493563874,-0.01838572615420939,-0.010776299579860328,-0.0057097212405058445,-0.009957189040835411,-0.004890610701480928,-0.005963400435743942,-0.0008968220963894583
43.427411277759596,-0.004560917529923695,-0.02330963785883415,-0.018748720328910458,-0.0103208174562736,-0.005759899926349905,-0.00947800904768413,-0.004917091517760435,-0.0054645717674473996,-0.000903654237523705
43.477411277759586,-0.004057155401924209,-0.02315560737996738,-0.01909845197804317,-0.00986223800556891,-0.0058050826036447015,-0.008998784289396256,-0.004941628887472047,-0.004966849776823971,-0.0009096943748997622
43.527411277759576,-0.0035555789304959166,-0.022990405596828627,-0.01943482666633271,-0.00940086280882667,-0.005845283878330753,-0.008519803335877704,-0.004964224405381787,-0.004470524678143174,-0.000914945747647257
43.577411277759566,-0.0030564710006376807,-0.022814229516730844,-0.01975775851609316,-0.00893699222894616,-0.005880521228308479,-0.008041351859062091,-0.00498488085842441,-0.003975883047270586,-0.0009194120466329055
43.627411277759556,-0.0025601102750527644,-0.022627280462616375,-0.020067170187563613,-0.008470925243048336,-0.005910814967995571,-0.007563712489354492,-0.005003602214301728,-0.0034832076831474972,-0.0009230974080947328
43.677411277759546,-0.00206677106583808,-0.022429763920223236,-0.020362992854385156,-0.008002959277325465,-0.005936188211487385,-0.007087164675244666,-0.005020393609406586,-0.00299277747289591,-0.0009260064070578302
43.727411277759536,-0.0015767232100586765,-0.022221889384332335,-0.020645166174273658,-0.007533390044411108,-0.005956666834352431,-0.006611984546146138,-0.005035261336087462,-0.002504867260600275,-0.0009281440505415984
43.777411277759526,-0.0010902319492417925,-0.0220038702041899,-0.020913638254948106,-0.0070625113833447765,-0.005972279434102984,-0.006138444778513386,-0.005048212829271594,-0.0020197477198060183,-0.0009295157705642258
43.827411277759516,-0.0006075578128295588,-0.02177592342819888,-0.021168365615369323,-0.006590615102201614,-0.005983057289372055,-0.005666814465285573,-0.005059256652456014,-0.0015376852297797937,-0.000930127416950235
43.877411277759506,-0.0001289565056195952,-0.021538269647974107,-0.021409313142354513,-0.006117990823455919,-0.005989034317836324,-0.00519735898870737,-0.005068402483087775,-0.00105894175556477,-0.0009299852499451747
43.9274112777595,0.0003453212007749496,-0.021291132841854906,-0.021636454042629857,-0.005644925832141702,-0.005990247032916652,-0.004730339896565842,-0.005075661097340791,-0.0005837747318709633,-0.0009290959326459129
43.97741127775949,0.0008150295724220023,-0.021034740217966252,-0.021849769790388253,-0.0051717049268749146,-0.005986734499296917,-0.004266014781893127,-0.005081044354315129,-0.00011243695083392062,-0.0009274665232559229
44.02741127775948,0.0012799280134960442,-0.020769322056922387,-0.02204925007041843,-0.004698610273800327,-0.005978538287296371,-0.003804637166170306,-0.0050845651796663505,0.0003548235463311159,-0.0009251044671649282
44.07741127775947,0.0017397811626137846,-0.020495111554263964,-0.02223489271687775,-0.0042259212635187195,-0.005965702426132504,-0.003346456386069867,-0.005086237548683651,0.000817763573748322,-0.0009220175888654626
44.12741127775946,0.0021943589850612647,-0.02021234466271901,-0.022406703647780274,-0.0037539143710527234,-0.005948273356113988,-0.002891717483772309,-0.005086076468833574,0.0012761449013511646,-0.0009182140837101001
44.17741127775945,0.0026434368608949186,-0.019921259934378665,-0.022564696795273585,-0.0032828630189043638,-0.005926299879799282,-0.0024406611008931283,-0.005084097961788047,0.0017297343513777606,-0.000913702509517158
44.22741127775944,0.0030867956689042938,-0.019622098362876886,-0.02270889403178118,-0.0028130374432569286,-0.005899833112161222,-0.0019935233760428384,-0.005080319044947133,0.0021783038908751123,-0.0009084917780291814
44.27741127775943,0.003524221866426173,-0.019315103225662097,-0.022839325092088268,-0.0023447045633705303,-0.0058689264297967034,-0.0015505358460541194,-0.005074757712480293,0.002621630720190184,-0.0009025911462359889
44.32741127775942,0.00395550756500001,-0.019000519926449102,-0.02295602749144911,-0.001878127854216101,-0.005833635419216111,-0.0011119253508982071,-0.005067432915898217,0.00305949735743942,-0.0008960102075605898
44.37741127775941,0.004380450601862342,-0.01867859583793762,-0.023059046439799964,-0.001413567222394996,-0.005794017824257338,-0.0006779139423136113,-0.0050583645441759535,0.0034916917189382253,-0.000888758882924117
44.4274112777594,0.004798854607274481,-0.018349580144883703,-0.023148434752158185,-0.0009512788853849447,-0.0057501334926594256,-0.00024871879616668855,-0.005047573403441169,0.003918007195585117,-0.0008808474116893637
44.47741127775939,0.0052105290676845075,-0.018013723687608087,-0.023224252755292593,-0.0004915152541524572,-0.005702044321836965,0.0001754478714372957,-0.0050350811962472115,0.004338242725191766,-0.0008722863424927415
44.52741127775938,0.005615289384725414,-0.01767127880602615,-0.023286568190751564,-3.4524819169070545e-05,-0.005649814203894484,0.0005943788842756479,-0.005020910500449766,0.004752202860754374,-0.0008630865239710401
44.57741127775937,0.00601295693005427,-0.017322499184281533,-0.023335456114335802,0.00041944796013458825,-0.0055935089699196815,0.0010078721823545838,-0.005005084747699686,0.005159697834665648,-0.0008532590953886218
44.62741127775936,0.006403359096039278,-0.016967639696065486,-0.023370998792104764,0.0008701627624426546,-0.005533196333596623,0.0014157308944617963,-0.004987628201577481,0.005560543618866635,-0.0008428154771726428
44.67741127775935,0.006786329342304484,-0.01660695625070229,-0.023393285593006775,0.0013173835081267155,-0.005468945834177769,0.0018177634069286932,-0.004968565935375791,0.005954561980939451,-0.0008317673613650331
44.72741127775934,0.007161707238143943,-0.01624070564007954,-0.02340241287822348,0.001760878459290005,-0.005400828778853938,0.0022137834285838325,-0.00494792380956011,0.006341580536152151,-0.000820126701991792
44.77741127775933,0.007529338500820549,-0.015869145386502498,-0.023398483887323046,0.0022004203162566947,-0.005328918184563854,0.0026036100519022947,-0.004925728448918254,0.0067214327954568,-0.0008079057053637494
44.82741127775932,0.007889075029765182,-0.015492533591548483,-0.023381608621313665,0.002635786310483499,-0.005253288719281683,0.002987067810348145,-0.004902007219417037,0.007093958209454238,-0.0007951168203109444
44.87741127775931,0.008240774936695524,-0.015111128785997002,-0.023351903722692524,0.003066758293873068,-0.005174016642822457,0.003363986731909887,-0.004876788204785637,0.007459002208338875,-0.0007817727283566493
44.9274112777593,0.008584302571677069,-0.014725189780910485,-0.023309492352587554,0.0034931228244702863,-0.005091179747206782,0.003734202388835727,-0.004850100182841342,0.007816416237835515,-0.000767886333841554
44.97741127775929,0.008919528545147735,-0.0143349755199378,-0.023254504065085536,0.003914671248527302,-0.005004857296620434,0.0040975559435667075,-0.004821972601581028,0.008166057791147567,-0.0007534707540001687
45.02741127775928,0.00924632974593391,-0.013940744932912747,-0.023187074678846654,0.004331199778921104,-0.004915129967012806,0.004453894190887534,-0.0047924355550463755,0.00850779043693371,-0.0007385393090002003
45.07741127775927,0.009564589355284987,-0.013542756790817335,-0.023107346146102322,0.004742509569913206,-0.0048220797853717814,0.004803069596295993,-0.0047615197589889946,0.008841483843337376,-0.000723105511947611
45.12741127775926,0.009874196856956856,-0.013141269562179333,-0.02301546641913619,0.005148406788243216,-0.00472579006871364,0.005144940330604581,-0.004729256526352275,0.009167013798090207,-0.0007071830588666495
45.17741127775925,0.010175048043376357,-0.01273654127097007,-0.022911589314346427,0.0055487026805479175,-0.00462634536282844,0.005479370300792852,-0.004695677742583505,0.009484262224716931,-0.000690785818659426
45.22741127775924,0.010467045017920583,-0.012328829356069914,-0.0227958743739905,0.005943213637102919,-0.004523831380817664,0.005806229177123703,-0.00466081584079688,0.009793117194868084,-0.0006739278230524989
45.27741127775923,0.01075009619334873,-0.01191839053236479,-0.02266848672571352,0.006331761251883408,-0.004418334941465322,0.0061253924165472345,-0.0046247037768014955,0.01009347293681222,-0.0006566232565365093
45.32741127775922,0.011024116286423288,-0.011505480653537091,-0.02252959693996038,0.006714172378944178,-0.00430994390747911,0.006436741282402378,-0.004587375004020911,0.010385229840118674,-0.0006388864463046148
45.37741127775921,0.01128902630876109,-0.011090354576612409,-0.0223793808853735,0.007090279185119795,-0.004198747123641295,0.006740162860452703,-0.004548863448308387,0.010668294456565156,-0.0006207318521959347
45.4274112777592,0.011544753553957437,-0.010673266028321332,-0.02221801958227877,0.007459919199051563,-0.004084834354905874,0.007035550071271585,-0.004509203482685852,0.010942579497305586,-0.0006021740566518503
45.47741127775919,0.011791231581025883,-0.010254467473335055,-0.022045699054360938,0.007822935356546773,-0.00396829622447911,0.007322801679008784,-0.0044684299020170985,0.011208003826337397,-0.0005832277546884857
45.52741127775918,0.012028400194200302,-0.009834209984431226,-0.021862610178631527,0.008179176042275601,-0.0038492241519247003,0.0076018222965631935,-0.004426577897637108,0.01146449245030698,-0.0005639077438933209
45.57741127775917,0.012256205419146158,-0.00941274311464502,-0.02166894853379118,0.008528495127821882,-0.003727710291324276,0.00787252238719615,-0.004383683031950008,0.011711976504695165,-0.0005442289144509931
45.62741127775916,0.01247459947563079,-0.008990314771459056,-0.021464914247089843,0.008870752006096622,-0.003603847469534167,0.008134818262615575,-0.004339781213015214,0.011950393236426002,-0.0005242062392047872
45.67741127775915,0.012683540746703395,-0.008567171093083458,-0.021250711839786853,0.009205811622128307,-0.0034777291245750887,0.008388632077566153,-0.004294908669137242,0.012179685982944376,-0.0005038547637590193
45.72741127775914,0.012882993744436702,-0.008143556326876744,-0.021026550071313446,0.009533544500249302,-0.0033494492441874003,0.008633891820961564,-0.004249101923475138,0.012399804147809005,-0.0004831895966276971
45.77741127775913,0.013072929072285678,-0.007719712709955599,-0.020792641782241276,0.00985382676769563,-0.0032191023045900474,0.008870531303599428,-0.00420239776868625,0.012610703172848372,-0.000462225899437306
45.82741127775912,0.013253323384117395,-0.007295880352040202,-0.020549203736157595,0.01016654017464172,-0.0030867832094756756,0.009098490142488924,-0.004154833241628471,0.012812344506932187,-0.000440978877185208
45.87741127775911,0.013424159339969972,-0.006872297120580474,-0.020296456460550446,0.010471572110690237,-0.0029525872292797354,0.00931771374184754,-0.004106445598122432,0.013004695571407099,-0.0004194637685628732
45.9274112777591,0.013585425558599363,-0.006449198528206657,-0.02003462408680602,0.010768815617843668,-0.002816609940755695,0.009528153270796112,-0.004057272287803251,0.01318772972225259,-0.0003976958363467731
45.97741127775909,0.013737116566872777,-0.006026817622545358,-0.019763934189418134,0.011058169399984252,-0.002678947166888525,0.009729765637803743,-0.004007350929069033,0.013361426209008574,-0.00037569035786420325
46.02741127775908,0.013879232746071633,-0.005605384878441706,-0.01948461762451334,0.01133953782888932,-0.002539694917182313,0.009922513461929698,-0.003956719284141935,0.01352577013053367,-0.0003534626155379632
46.07741127775907,0.014011780275164747,-0.0051851280926248945,-0.01919690836778964,0.011612830946810492,-0.0023989493283542544,0.01010636504090241,-0.003905415234262336,0.01368075238764968,-0.000331027887515066
46.12741127775906,0.01413477107111622,-0.004766272280854875,-0.018901043351971094,0.011877964465651161,-0.0022568066054650584,0.01028129431609375,-0.0038534767550224697,0.013826369632731974,-0.0003084014383842454
46.17741127775905,0.01424822272629386,-0.004349039577584006,-0.018597262303877864,0.012134859762775294,-0.002113362963518566,0.01044728083443112,-0.0038009418918627403,0.013962624216305942,-0.00028559850998791797
46.22741127775904,0.014352158443042532,-0.003933649138166845,-0.018285807581209377,0.012383443873480181,-0.0019687145695623503,0.010604309707306966,-0.003747848735735566,0.014089524130709607,-0.0002626343123329246
46.27741127775903,0.014446606965490086,-0.0035203170436493513,-0.017966924009139438,0.012623649480172179,-0.0018229574853179074,0.010752371566530729,-0.0036942353989593574,0.014207082950886539,-0.00023952401460354718
46.32741127775902,0.014531602508654588,-0.0031092562081676996,-0.017640858716822288,0.01285541489828263,-0.0016761876103719587,0.01089146251738394,-0.0036401399912706477,0.014315319772370346,-0.00021628273628424184
46.37741127775901,0.014607184684921835,-0.0027006762889833394,-0.017307860973905173,0.013078684058964635,-0.0015285006259571996,0.011021584088828713,-0.0035856005960931223,0.01441425914652865,-0.00019292553839318424
46.427411277759,0.014673398427962026,-0.002294783599181324,-0.01696818202714335,0.013293406488611189,-0.0013799919393508372,0.011142743180933785,-0.0035306552470282405,0.0145039310131283,-0.00016946741483372593
46.47741127775899,0.014730293914157906,-0.0018917810230559592,-0.016622074937213866,0.01349953728523745,-0.0012307566289204552,0.011254952009568263,-0.0034753419045896426,0.014584370630292186,-0.00014592328386572005
46.52741127775898,0.01477792648161535,-0.0014918679342060146,-0.016269794415821364,0.013697037091772439,-0.0010808893898429112,0.011358228048427187,-0.003419698433188163,0.014655618501913258,-0.00012230797970209234
46.57741127775897,0.014816356546828374,-0.001095240116361025,-0.0159115966631894,0.013885872066305536,-0.0009304844805228373,0.011452593968447026,-0.0033637625783813473,0.014717720302593744,-9.863624423462995e-05
46.62741127775896,0.01484564951907288,-0.0007020896869572969,-0.015547739206030177,0.014066013849334816,-0.0007796356697380644,0.011538077574671651,-0.0033075719444012296,0.014770726800180321,-7.49227188925599e-05
46.67741127775895,0.014865875712602939,-0.00031260502348080577,-0.015178480736083745,0.014237439528065242,-0.0006284361845376972,0.011614711740634203,-0.003251163971968736,0.014814693775965563,-5.1181936637376135e-05
46.72741127775894,0.014877110256722826,7.302930740647149e-05,-0.014804080949316354,0.01440013159780659,-0.00047697865891623524,0.011682534340314774,-0.0031945759164080517,0.014849681942623805,-2.742831409902058e-05
46.77741127775893,0.014879433003810606,0.0004546326179437303,-0.014424800385866875,0.014554077920522168,-0.00032535508328843804,0.011741588177736682,-0.0031378448260739236,0.014875756859957748,-3.6761438528577772e-06
46.82741127775892,0.014872928435369711,0.0008320281645389795,-0.014040900270830731,0.01469927168058113,-0.0001736567547885818,0.011791920914270162,-0.003081007521099549,0.014892988848521175,2.0060413151463258e-05
46.87741127775891,0.014857685566181607,0.0012050432102170942,-0.013652642355964513,0.014835711337767073,-2.1974228414534808e-05,0.011833584993707204,-0.003024100572474403,0.014901452901197584,4.376733501597688e-05
46.9274112777589,0.014833797846640127,0.001573509084239105,-0.013260288762401023,0.014963400577596224,0.00012960273095609723,0.01186663756517111,-0.0029671602814690164,0.01490122859280438,6.743074616425218e-05
46.97741127775889,0.014801363063341115,0.001937261238885829,-0.012864101824455286,0.015082348259002494,0.0002809851956613787,0.011891140403931272,-0.002910222659409843,0.014892399987794857,9.103692445374192e-05
47.02741127775888,0.01476048323800552,0.002296139303399962,-0.012464343934605557,0.015192568359446688,0.00043208512144116834,0.011907159830188797,-0.0028533234078167227,0.014875055546135602,0.0001145723081300825
47.07741127775887,0.014711264524812586,0.0026499871350826563,-0.01206127738972993,0.015294079917503811,0.0005828153926912254,0.011914766625902436,-0.0027964978989101497,0.014849288027433209,0.0001380235026206232
47.12741127775886,0.01465381710622225,0.002998652867542485,-0.011655164238679764,0.015386906972989375,0.0007330898667671261,0.011914035949720734,-0.002739781156501515,0.0148151943933825,0.00016137728716025118
47.17741127775885,0.014588255087363354,0.0033419889560963225,-0.011246266131267032,0.015471078504685768,0.0008828234173224141,0.011905047250093495,-0.0026832078372698593,0.014772875708613629,0.0001846206212502751
47.22741127775884,0.014514696389064781,0.0036798522203226494,-0.010834844168742131,0.015546628365725276,0.0010319319766604954,0.011887884176630007,-0.002626812212434774,0.014722437040016264,0.00020774065095148335
47.27741127775883,0.014433262639609108,0.004012103883770018,-0.010421158755839089,0.015613595216691343,0.0011803325770822354,0.011862634489771547,-0.002570628149837561,0.014663987354609305,0.0002307247150001978
47.32741127775882,0.014344079065285498,0.004338609610824913,-0.010005469454460587,0.01567202245650293,0.0013279433912174315,0.011829389968852641,-0.002514689096432857,0.014597639416038019,0.0002535603507525207
47.37741127775881,0.014247274379820776,0.004659239540744644,-0.009588034839076132,0.01572195815114227,0.0014746837713214937,0.011788246318620972,-0.002459028061199804,0.01452350967977302,0.0002762352999522433
47.4274112777588,0.014142980672764788,0.004973868318862322,-0.009169112353902466,0.01576345496028799,0.0016204742875232034,0.011739303074283659,-0.002403677598481129,0.014441718187085497,0.0002987375143207096
47.47741127775879,0.014031333296909832,0.005282375124972998,-0.008748958171936834,0.015796570061919507,0.0017652367650096753,0.01168266350515723,-0.002348669791752602,0.014352388457877029,0.0003210551609671968
47.52741127775878,0.013912470754819668,0.005584643698910601,-0.008327827055909068,0.015821365074957065,0.001908894320137397,0.011618434516982981,-0.002294036237836687,0.014255647382436454,0.0003431766276167855
47.57741127775877,0.01378653458454708,0.005880562363327982,-0.0079059722212191,0.015837905980001094,0.002051371395454013,0.01154672655299031,-0.0022398080315567705,0.01415162511220448,0.0003650905276573989
47.62741127775876,0.013653669244616447,0.006170024043693197,-0.00748364520092325,0.01584626303823639,0.002192593793619942,0.011467653493770368,-0.0021860157508460792,0.014040454949615372,0.0003867857049989244
47.67741127775875,0.013514021998347378,0.00645292628551623,-0.007061095712831148,0.015846510708568393,0.0023324887102210146,0.01138133255603696,-0.0021326894423104176,0.013922273237099029,0.0004082512387516505
47.72741127775874,0.013367742797597122,0.006729171268822761,-0.006638571528774361,0.015838727563056747,0.0024709847654596252,0.01128788419034424,-0.002079858607252882,0.013797219245310655,0.00042947644771353273
47.77741127775873,0.013214984165996726,0.006998665819891861,-0.006216318346104865,0.01582299620071352,0.0026080120347167952,0.011187431977832672,-0.002027552188164054,0.013665435060668848,0.00045045089467212265
47.82741127775872,0.013055901081756756,0.00726132142027719,-0.005794579661479566,0.01579940315973263,0.002743502077975874,0.011080102526075664,-0.0019757985556810923,0.013527065472274906,0.0004711643905181504
47.87741127775871,0.012890650860118617,0.007517054213130936,-0.005373596646987681,0.015768038828217593,0.0028773879680989763,0.010966025364096098,-0.0019246254960225192,0.013382257858286598,0.0004916069981679809
47.9274112777587,0.012719393035524273,0.007765785006852884,-0.00495360802867139,0.015728997353474834,0.0030096043179505608,0.010845332836626694,-0.0018740601988975793,0.013231162071822651,0.000511769036298378
47.97741127775869,0.01254228924358081,0.008007439276086657,-0.004534849967494153,0.015682376549942922,0.0031400873063621125,0.010718159997681515,-0.0018241292458992947,0.01307393032646958,0.0005316410828887699
48.02741127775868,0.012359503102890947,0.008241947160088029,-0.0041175559428029175,0.015628277805822797,0.00326877470293185,0.01058464450351356,-0.001774858599377387,0.012910717081464084,0.0005512139785731375
48.07741127775867,0.012171200096823584,0.008469243458490271,-0.0037019566383333126,0.015566805988477,0.0033956058916534155,0.010444926505025381,-0.0017262735917982028,0.012741678926625359,0.0005704788298017752
48.12741127775866,0.011977547455296611,0.008689267624492429,-0.0032882798308041822,0.015498069348667917,0.003520521893371306,0.010299148539704027,-0.0016783989155925837,0.012566974467108534,0.000589427011811923
48.17741127775865,0.011778714036642731,0.008901963755499507,-0.002876750281143224,0.015422179423701275,0.0036434653870585434,0.01014745542314772,-0.0016312586134950118,0.012386764208047884,0.0006080501714051528
48.22741127775864,0.011574870209630782,0.00910728058124306,-0.002467589628387723,0.015339250939545643,0.0037643807299148607,0.009989994140260713,-0.0015848760693700694,0.012201210439164365,0.0006263402295335826
48.27741127775863,0.011366187735709039,0.009305171449411273,-0.0020610162862977656,0.015249401711993139,0.0038832139762841004,0.009826913736170156,-0.001539273999538883,0.01201047711940769,0.000644289383698652
48.32741127775862,0.01115283965154397,0.009495594308821877,-0.001657245342722092,0.015152752546929566,0.003999912895385597,0.00965836520695419,-0.001494474444589779,0.011814729761698905,0.0006618901101549356
48.37741127775861,0.010935000151919146,0.009678511690168186,-0.0012564884617509604,0.015049427139784006,0.00411442698786486,0.009484501390231225,-0.0014504987616879208,0.011614135317844936,0.0006791351659257896
48.4274112777586,0.01071284447306359,0.009853890684372467,-0.0008589537886911219,0.014939551974225715,0.004226707501162125,0.009305476855682298,-0.0014073676173812916,0.01140886206369256,0.0006960175906289712
48.47741127775859,0.010486548776475587,0.010021702918581123,-0.000464845857894464,0.014823256220171973,0.004336707443696386,0.009121447795578068,-0.0013651009808975188,0.011199079484587681,0.0007125307081120944
48.52741127775858,0.010256290033307532,0.010181924529837037,-7.436550347049431e-05,0.014700671631177078,0.004444381597869546,0.008932571915373243,-0.0013237181179342888,0.010984958161209096,0.0007286681279015644
48.57741127775857,0.010022245909376344,0.010334536136465356,0.0003122902270890123,0.01457193244127122,0.004549686531894876,0.008739008324430274,-0.0012832375849460703,0.01076666965583955,0.0007444237464632065
48.62741127775856,0.009784594650862946,0.010479522807209927,0.0006949281563469814,0.01443717526131122,0.0046525806104482734,0.008540917426943366,-0.0012436772239195794,0.01054438639913836,0.0007597917482754148
48.67741127775855,0.009543514970764026,0.010616874028159006,0.0010733590573949806,0.01429653897491317,0.004753024004149144,0.008338460813121062,-0.0012050541576429635,0.010318281577481667,0.0007747666067176411
48.72741127775854,0.009299185936155765,0.010746583667498944,0.0014473977313431783,0.0141501646340316,0.004850978697875834,0.00813180115069349,-0.0011673847854622756,0.0100885290209322,0.0007893430847764338
48.77741127775853,0.00905178685633241,0.010868649938136325,0.0018168630818039145,0.013998195354250141,0.004946408497917731,0.007921102076805213,-0.0011306847795271979,0.009855303091897714,0.000803516235565304
48.82741127775852,0.008801497171877625,0.01098307535822883,0.0021815781863512053,0.013840776209849907,0.005039279037972282,0.007706528090356016,-0.0010949690815216092,0.009618778574542257,0.0008172814026646321
48.87741127775851,0.008548496344726104,0.011089866709666999,0.0025413703649408946,0.01367805412871998,0.005129557783993875,0.007488244444848207,-0.0010602518998778978,0.00937913056500821,0.0008306342202821053
48.9274112777585,0.008292963749274171,0.011189034994548902,0.002896071245274731,0.013510177787173885,0.005217214037899714,0.007266417041805728,-0.001026546707468443,0.009136534362507406,0.0008435706132332351
48.97741127775849,0.008035078564593132,0.011280595389691018,0.0032455168250978862,0.013337297504733003,0.005302218940139871,0.007041212324815851,-0.0009938662397772809,0.008891165361338998,0.0008560867967458662
49.02741127775848,0.007775019667801739,0.011364567199218783,0.0035895475314170443,0.01315956513894379,0.005384545471142052,0.006812797174256071,-0.0009622224935456674,0.008643198943891461,0.0008681792760897224
49.07741127775847,0.0075129655286511575,0.011440973805281966,0.003928008276630809,0.012977133980289579,0.005464168451638421,0.00658133880276322,-0.0009316267258879371,0.00839281037468276,0.0008798448460316018
49.12741127775846,0.007249094105371952,0.011509842616939252,0.004260748511567301,0.012790158647257313,0.005541064541885361,0.006347004651500598,-0.0009020894538713537,0.008140174695493852,0.0008910805901219
49.17741127775845,0.006983582741837796,0.011571205017258205,0.004587622275420408,0.012598794981621742,0.005615212239783946,0.006109962287273914,-0.0008736204545638825,0.007885466621645456,0.0009018838798076599
49.22741127775844,0.006716608066092199,0.011625096308676997,0.004908488242584798,0.012403199944005874,0.0056865918779136744,0.005870379300557396,-0.0008462287655348032,0.007628860439475108,0.0009122523733829085
49.27741127775843,0.006448345890288769,0.011671555656674756,0.005223209766385987,0.012203531509778237,0.005755185619489468,0.005628423204474401,-0.0008199226858143678,0.007370529905059695,0.0009221840147709262
49.32741127775842,0.006178971112089239,0.011710626031797103,0.005531654919707864,0.01199994856534557,0.0058209774532563315,0.005384261334792815,-0.0007947097772964236,0.007110648144235283,0.0009316770321460442
49.37741127775841,0.005908657617569823,0.011742354150086298,0.005833696532516475,0.011792610804897985,0.0058839531873281625,0.005138060750976991,-0.0007705968665928315,0.00684938755396142,0.0009407299363915975
49.4274112777584,0.005637578185673557,0.011766790411962748,0.006129212226289191,0.011581678627664287,0.0059441004419907295,0.004889988138353416,-0.0007475900473201411,0.006586919705079123,0.0009493415194055657
49.47741127775839,0.005365904394256445,0.011783988839607601,0.006418084445351156,0.011367313035732856,0.006001408641476412,0.004640209711435467,-0.0007256946828209775,0.006323415246501286,0.0009575108522448415
