U,schwarzschild_scri_plus,sds_L20_cosmological_horizon,difference_L20,sds_L40_cosmological_horizon,difference_L40,sds_L80_cosmological_horizon,difference_L80,sds_L160_cosmological_horizon,difference_L160
73.52741127776235,0.0014826894427085204,-0.0010389826086256908,-0.002521672051334211,0.0043500482399834,0.0028673587972748793,-0.0014911742305739038,-0.002973863673282424,0.002021647658244235,0.0005389582155357145
73.57741127776238,0.0014723527040954225,-0.0010080271269256225,-0.002480379831021045,0.004355894984877909,0.002883542280782487,-0.0014975855433904592,-0.0029699382474858817,0.0020136097269097615,0.000541257022814339
73.6274112777624,0.0014614597555368146,-0.0009773522132713337,-0.0024388119688081482,0.004361059927779526,0.002899600172242712,-0.0015046015855252315,-0.002966061341062046,0.0020049941983006398,0.0005435344427638252
73.67741127776243,0.0014500225929418653,-0.0009469727688792886,-0.002396995361821154,0.0043655475333462136,0.002915524940404348,-0.0015122131217024841,-0.0029622357146443495,0.0019958121201995873,0.0005457895272577219
73.72741127776246,0.0014380534258857866,-0.0009169033897422852,-0.0023549568156280717,0.004369362625807786,0.002931309199921999,-0.0015204106464109803,-0.0029584640722967667,0.0019860747764421775,0.0005480213505563909
73.77741127776248,0.0014255646681626682,-0.0008871583612837924,-0.0023127230294464605,0.004372510382661609,0.0029469457144989403,-0.0015291843922251725,-0.002954749060387841,0.0019757936778222575,0.0005502290096595893
73.82741127776251,0.0014125689283056068,-0.0008577516532361046,-0.002270320581541711,0.004374996328217379,0.0029624273999117726,-0.0015385243382041278,-0.0029510932665097345,0.001964980552947537,0.0005524116246419302
73.87741127776253,0.0013990790000806541,-0.0008286969147443324,-0.0022277759148249866,0.00437682632699991,0.0029777473269192558,-0.0015484202183623837,-0.002947499218443038,0.001953647339050919,0.0005545683389702649
73.92741127776256,0.0013851078529601446,-0.0008000074696956594,-0.002185115322655804,0.004378006577011498,0.0029928987240513535,-0.0015588615302104677,-0.0029439693831706123,0.0019418061727657873,0.0005566983198056427
73.97741127776258,0.0013706686225829737,-0.0007716963122749723,-0.002142364934857946,0.004378543602861262,0.0030078749802782885,-0.0015698375433504145,-0.0029405061659333884,0.0019294693808674477,0.000558800758284474
74.02741127776261,0.0013557746012048512,-0.0007437761027471633,-0.0020995507039520147,0.004378444248766399,0.003022669647561548,-0.0015813373081281393,-0.0029371119093329905,0.0019166494709903666,0.0005608748697855154
74.07741127776264,0.0013404392281479763,-0.0007162591634666965,-0.002056698391614673,0.004377715671428553,0.003037276443280577,-0.0015933496643381693,-0.0029337888924861454,0.001903359122326111,0.0005629198941781346
74.12741127776266,0.0013246760802521353,-0.0006891574751139596,-0.0020138335553660947,0.004376365332794726,0.003051689252542591,-0.001605863249965284,-0.0029305393302174196,0.0018896111763053267,0.0005649350960531914
74.17741127776269,0.0013084988623366714,-0.0006624826731587459,-0.0019709815354954172,0.004374400992705239,0.003065902130368567,-0.001618866509968989,-0.0029273653723056606,0.001875418627272873,0.0005669197649362015
74.22741127776271,0.0012919213976759476,-0.0006362460445506254,-0.001928167442226573,0.004371830701433444,0.003079909303757496,-0.0016323477050982239,-0.0029242691027741713,0.0018607946131606766,0.0005688732154847289
74.27741127776274,0.0012749576184959569,-0.0006104585246360227,-0.0018854161431319796,0.004368662792127101,0.0030937051736311437,-0.0016462949207299634,-0.00292125253922592,0.001845752406161776,0.0005707947876658192
74.32741127776276,0.0012576215564967593,-0.0005851306943014096,-0.0018427522507981687,0.0043649058731534355,0.0031072843166566762,-0.0016606960757318827,-0.002918317632228642,0.0018303054034154557,0.0005726838469186965
74.37741127776279,0.0012399273334059249,-0.000560272777342655,-0.0018002001107485799,0.004360568820351195,0.0031206414869452705,-0.001675538931338414,-0.0029154662647443387,0.0018144671177062039,0.000574539784300279
74.42741127776281,0.0012218891515690736,-0.0005358946380591602,-0.0017577837896282336,0.004355660769199828,0.0031337716176307543,-0.0016908111000391902,-0.0029127002516082636,0.0017982511681803024,0.0005763620166112289
74.47741127776284,0.0012035212845829995,-0.0005120057790724803,-0.0017155270636554799,0.0043501911069097916,0.003146669822326792,-0.0017065000544675228,-0.0029100213390505225,0.001781671271090059,0.0005781499865070594
74.52741127776287,0.0011848380679757246,-0.000488615339368365,-0.0016734534073440895,0.004344169464437945,0.0031593313964622203,-0.001722593136289823,-0.0029074312042655474,0.0017647412305671793,0.0005799031625914547
74.57741127776289,0.0011658538899396132,-0.00046573209256156167,-0.0016315859825011749,0.004337605708434563,0.00317175181849495,-0.0017390775650891594,-0.002904931455028773,0.0017474749294335396,0.0005816210394939264
74.62741127776292,0.0011465831821217392,-0.0004433644453816844,-0.0015899476275034235,0.004330509933127005,0.003183926751005266,-0.0017559404472369782,-0.0029025236293587177,0.0017298863200514642,0.000583303137929725
74.67741127776294,0.0011270404104776035,-0.00042152043637972553,-0.001548560846857329,0.004322892452146843,0.003195852041669239,-0.001773168784746617,-0.0029002091952242204,0.001711989415220215,0.0005849490047426114
74.72741127776297,0.0011072400661914523,-0.00040020773485305105,-0.0015074478010445034,0.004314763790303956,0.003207523724112504,-0.0017907494841067379,-0.00289798955029819,0.0016937982791243268,0.0005865582129328745
74.777411277763,0.0010871966566701832,-0.0003794336399879925,-0.0014666302966581757,0.004306134675313349,0.003218938018643166,-0.0018086693650840944,-0.0028958660217542776,0.0016753270183391118,0.0005881303616689286
74.82741127776302,0.0010669246966143189,-0.00035920508021837906,-0.001426129776832698,0.004297016029481404,0.0032300913328670855,-0.0018269151694979863,-0.002893839866112305,0.0016565897728945509,0.000589665076280232
74.87741127776304,0.001046438699170054,-0.0003395286127981328,-0.0013859673119681866,0.0042874189613559275,0.0032409802621858738,-0.001845473569955759,-0.0028919122691258127,0.0016376007074081864,0.0005911620082381325
74.92741127776307,0.0010257531671692141,-0.0003204104235864485,-0.0013461635907556628,0.004277354757345173,0.003251601590175959,-0.001864331178545121,-0.002890084345714335,0.001618374002286535,0.0005926208351173209
74.9774112777631,0.0010048825844579125,-0.00030185632704356446,-0.001306738911501477,0.00426683487331046,0.0032619522888525476,-0.0018834745554815488,-0.0028883571399394613,0.001598923845003209,0.0005940412605452965
75.02741127776312,0.0009838414073228767,-0.00028387176643499863,-0.0012677131737578752,0.004255870926139174,0.0032720295188162973,-0.001902890217702159,-0.0028867316250250357,0.001579264421455024,0.0005954230141321474
75.07741127776315,0.0009626440560156855,-0.00026646181424258667,-0.0012291058702582722,0.004244474685303707,0.0032818306292880213,-0.0019225646474047002,-0.0028852087034203855,0.0015594099074046008,0.0005967658513889153
75.12741127776317,0.0009413049063808463,-0.00024963117277971723,-0.0011909360791605636,0.004232658064408788,0.0032913531580279413,-0.0019424843005249888,-0.002883789206905835,0.001539374460009868,0.0005980695536290217
75.1774112777632,0.0009198382815927271,-0.0002333841750090725,-0.0011532224566017995,0.00422043311273377,0.003300594831141043,-0.0019626356151487166,-0.0028824738967414437,0.0015191722094480978,0.0005993339278553707
75.22741127776322,0.0008982584440026999,-0.00021772478555967496,-0.0011159832295623748,0.004207812006777032,0.003309553562774332,-0.001983005019852661,-0.002881263463855361,0.001498817250634995,0.000600558806632295
75.27741127776325,0.0008765795871027125,-0.00020265660194151874,-0.0010792361890442314,0.004194807041804644,0.0033182274547019315,-0.0020035789419725752,-0.0028801585290752878,0.0014783236350471242,0.0006017440479444117
75.32741127776328,0.0008548158276076216,-0.0001881828559554022,-0.0010429986835630237,0.004181430623408283,0.003326614795800662,-0.002024343815792775,-0.0028791596434003964,0.0014577053626472925,0.0006028895350396709
75.3774112777633,0.0008329811976608139,-0.0001743064152941806,-0.0010072876129549944,0.004167695259079498,0.0033347140614186843,-0.002045286090651887,-0.002878267288312701,0.0014369763739207025,0.0006039951762598886
75.42741127776333,0.0008110896371657014,-0.0001610297853344048,-0.0009721194225001061,0.004153613549803247,0.0033425239126375454,-0.0020663922389639504,-0.0028774818761296518,0.0014161505420228107,0.0006050609048571093
75.47741127776335,0.0007891549862477937,-0.00014835511111404627,-0.0009375100973618401,0.004139198181676526,0.003350043195428732,-0.0020876487641456783,-0.002876803750393472,0.001395241665044178,0.0006060866787963842
75.52741127776338,0.0007671909778491628,-0.00013628417949465625,-0.0009034751573438191,0.0041244619175569,0.003357270939707737,-0.002109042208450757,-0.0028762331862999197,0.001374263458394757,0.0006070724805455942
75.5774112777634,0.0007452112304591014,-0.00012481842150384952,-0.0008700296519629509,0.004109417588744547,0.0033642063582854454,-0.0021305591607069956,-0.002875770391166097,0.0013532295473117828,0.0006080183168526813
75.62741127776343,0.0007232292409849303,-0.00011395891485652109,-0.0008371881558414514,0.004094078086702797,0.0033708488457178665,-0.0021521862639479806,-0.0028754155049329107,0.0013321534594945795,0.0006089242185096492
75.67741127776345,0.0007012583777638538,-0.00010370638665042844,-0.0008049647644142822,0.004078456354823708,0.003377197977059854,-0.0021739102229407603,-0.002875168600704614,0.0013110486178680206,0.0006097902401041668
75.72741127776348,0.0006793118737210618,-9.406121623356406e-05,-0.0007733730899546258,0.004062565380240235,0.003383253506519173,-0.0021957178116047468,-0.0028750296853258086,0.001289928333481784,0.0006106164597607221
75.7774112777635,0.0006574028196753943,-8.502343824017751e-05,-0.0007424262579155717,0.004046418185689706,0.003389015366014312,-0.0022175958803182343,-0.0028749986999936283,0.001268805798542576,0.0006114029788671818
75.82741127776353,0.0006355441577950301,-7.65927457918048e-05,-0.000712136903586835,0.004030027821435884,0.003394483663640854,-0.0022395313631056717,-0.002875075520900702,0.0012476940795872926,0.0006121499217922625
75.87741127776356,0.000613748675206354,-6.876849386033151e-05,-0.0006825171690666856,0.004013407357250527,0.0033996586820441727,-0.0022615112847082894,-0.0028752599599146432,0.001226606110797641,0.0006128574355912869
75.92741127776358,0.0005920289977582316,-6.154970278979545e-05,-0.0006535787005480271,0.003996569874460307,0.0034045408767020757,-0.002283522767532702,-0.0028755517652909336,0.0012055546874579007,0.0006135256896996691
75.97741127776361,0.0005703975839438653,-5.493506197267114e-05,-0.0006253326459165364,0.003979528458062932,0.0034091308741190664,-0.00230555303847284,-0.0028759506224167054,0.0011845524595617985,0.0006141548756179332
76.02741127776363,0.0005488667189822477,-4.892293367820711e-05,-0.0005977896526604548,0.003962296188917215,0.003413429469934967,-0.002327589435603229,-0.0028764561545854767,0.001163611925566379,0.0006147452065841312
76.07741127776366,0.000527448509061065,-4.3511357028273825e-05,-0.0005709598660893388,0.003944886136007944,0.0034174376269468796,-0.0023496194147418705,-0.0028770679238029357,0.0011427454262996056,0.0006152969172385405
76.12741127776368,0.0005061548757439324,-3.8698052117954424e-05,-0.0005448529278618869,0.003927311348792672,0.00342115647304874,-0.002371630555879261,-0.0028777854316231937,0.0011219651390213016,0.0006158102632773691
76.17741127776371,0.0004849975505420508,-3.448042427664642e-05,-0.0005194779748186972,0.003909584849635012,0.0034245872990929615,-0.0023936105694722164,-0.002878608120014267,0.0011012830716389532,0.0006162855210969024
76.22741127776374,0.00046398806965458617,-3.0855568465766005e-05,-0.0004948436381203522,0.003891719626323867,0.003427731556669281,-0.002415547302594577,-0.0028795353722491633,0.0010807110570831193,0.0006167229874285331
76.27741127776376,0.00044313776887509176,-2.7820273810159118e-05,-0.0004709580426852509,0.0038737286246864197,0.003430590855811328,-0.0024374287449510728,-0.0028805665138261645,0.0010602607478417743,0.0006171229789666826
76.32741127776379,0.00042245777867047293,-2.5371028258805152e-05,-0.0004478288069292781,0.0038556247412959536,0.0034331669626254807,-0.0024592430347466603,-0.002881700813417133,0.001039943610657516,0.0006174858319870431
76.37741127776381,0.0004019590194306688,-2.3504023371097508e-05,-0.0004254630428017663,0.0038374208162773754,0.0034354617968467066,-0.0024809784644088794,-0.002882937483839548,0.0010197709213854726,0.0006178119019548038
76.42741127776384,0.00038165219688993416,-2.221515922472186e-05,-0.000403867356114656,0.003819129626216687,0.003437477429326753,-0.002502623486162291,-0.002884275683052225,0.0009997537600194952,0.000618101563129561
76.47741127776386,0.0003615477977226421,-2.1500049441473164e-05,-0.00038304784716411525,0.0038007638771752534,0.0034392160794526113,-0.0025241667174552593,-0.0028857145151779014,0.0009799030058815694,0.0006183552081589273
76.52741127776389,0.00034165608531365336,-2.1354026327270827e-05,-0.0003630101116409242,0.00378233619781242,0.0034406801124987666,-0.0025455969462321736,-0.002887253031545827,0.0009602293329807843,0.0006185732476671309
76.57741127776391,0.00032198709570430356,-2.1772146121362376e-05,-0.00034375924182566595,0.003763859132620815,0.0034418720369165114,-0.0025669031360549483,-0.002888890231759252,0.0009407432055392238,0.0006187561098349203
76.62741127776394,0.00030255063371478373,-2.274919435248805e-05,-0.0003252998280672718,0.003745345135274893,0.0034427945015601093,-0.00258807443106896,-0.002890625064783744,0.0009214548736898046,0.0006189042399750208
76.67741127776397,0.00028335626924196316,-2.4279691296414886e-05,-0.00030763596053837806,0.003726806562097519,0.003443450292855556,-0.0026091001608112337,-0.002892456430053197,0.0009023743693427805,0.0006190181001008173
76.72741127776399,0.0002644133337369615,-2.6357897531469555e-05,-0.00029077123126843105,0.0037082556656473026,0.003443842331910341,-0.0026299698448620564,-0.002894383178599018,0.000883511502224088,0.0006190981684871265
76.77741127776402,0.0002457309168585383,-2.8977819588268018e-05,-0.00027470873644680634,0.003689704588427656,0.0034439736715691175,-0.002650673197339647,-0.002896404114198185,0.000864875856087572,0.0006191449392290337
76.82741127776404,0.0002273178633057896,-3.213321568905024e-05,-0.0002594510789948398,0.003671165356723427,0.0034438474934176374,-0.0026712001312272768,-0.0028985179945330663,0.0008464767850993363,0.0006191589217935467
76.87741127776407,0.0002091827698282758,-3.581760157298783e-05,-0.00024500037140126363,0.0036526498745631554,0.0034434671047348796,-0.0026915407625473465,-0.0029007235323756223,0.0008283234103938014,0.0006191406405655255
76.9274112777641,0.00019133398241483494,-4.0024256403326016e-05,-0.00023135823881816097,0.0036341699178115156,0.0034428359353966807,-0.00271168541436795,-0.0029030193967827848,0.0008104246168073065,0.0006190906343924716
76.97741127776412,0.000173779593661578,-4.4746228752027874e-05,-0.00021852582241360587,0.003615737128396497,0.003441957534734919,-0.002731624620649057,-0.002905404214310635,0.0007927890497817721,0.0006190094561201941
77.02741127776414,0.000156527440316267,-4.997634265810924e-05,-0.00020650378297437625,0.003597363008669804,0.003440835568353537,-0.002751349129920874,-0.002907876570237141,0.0007754251124454647,0.0006188976721291977
77.07741127776417,0.00013958510100276975,-5.57072037552084e-05,-0.00019529230475797814,0.0035790589159046056,0.003439473814901836,-0.00277084990880344,-0.00291043500980621,0.0007583409628670394,0.0006187558618642696
77.1274112777642,0.00012295989412050914,-6.193120546498514e-05,-0.00018489109958549427,0.003560836056931534,0.003437876162811025,-0.0027901181453543647,-0.002913078039474874,0.0007415445114835495,0.0006185846173630404
77.17741127776422,0.00010665887592394875,-6.864053525138272e-05,-0.00017529941117533148,0.0035427054829154157,0.003436046606991467,-0.0028091452522558216,-0.0029158041281797703,0.0007250434187049021,0.0006183845427809534
77.22741127776425,9.068883877664255e-05,-7.582718093249813e-05,-0.0001665160197091407,0.003524678084273983,0.0034339892454973405,-0.0028279228698329228,-0.0029186117086095653,0.0007088450926897343,0.0006181562539130917
77.27741127776427,7.50563095816342e-05,-8.34829370452314e-05,-0.0001585392466268656,0.0035067645857416643,0.00343170827616003,-0.00284644286890716,-0.002921499178488794,0.0006929566872962116,0.0006179003777145774
77.3274112777643,5.9767548387520356e-05,-9.159941125932992e-05,-0.00015136695964685027,0.003488975541578694,0.0034292079931911735,-0.0028646973534843653,-0.0029244649018718856,0.0006773851002049788,0.0006176175518174585
77.37741127776432,4.482854716845704e-05,-0.00010016803083607597,-0.000144996578004533,0.0034713213309259753,0.0034264927837575183,-0.0028826786632732133,-0.0029275072104416704,0.000662136971216457,0.000617308424048
77.42741127776435,3.0245028778071864e-05,-0.00010918004912844446,-0.00013942507790651632,0.003453812153310471,0.0034235671245323993,-0.002900379376039246,-0.002930624404817318,0.0006472186807204639,0.000616973651942392
77.47741127776438,1.602244607438151e-05,-0.00011862655211786136,-0.00013464899819224285,0.0034364580242986944,0.003420435578224313,-0.002917792309793523,-0.0029338147558679046,0.0006326363483335347,0.0006166139022591531
77.5274112777644,2.1659812177998727e-06,-0.00012849846498352993,-0.0001306644462013298,0.0034192687713009737,0.003417102790083174,-0.0029349105248151278,-0.0029370765060329276,0.0006183958317116521,0.0006162298504938522
77.57741127776443,-1.1319454862378751e-05,-0.0001387865587015651,-0.00012746710383918636,0.003402254029528344,0.003413573484390723,-0.002951727325505577,-0.002940407870643198,0.0006045027255279522,0.000615822180390331
77.62741127776445,-2.442922283240256e-05,-0.0001494814566682545,-0.00012505223383585195,0.003385423238102418,0.0034098524609348204,-0.002968236262080903,-0.0029438070392485004,0.0005909623606234401,0.0006153915834558426
77.67741127776448,-3.7158955150818056e-05,-0.00016057364134471376,-0.0001234146861938957,0.0033687856363185543,0.0034059445914693723,-0.0029844311320988905,-0.0029472721769480724,0.0005777798033216302,0.0006149387584724482
77.7274112777645,-4.950455610004895e-05,-0.00017205346091862114,-0.0001225489048185722,0.0033523502600625197,0.0034018548161625687,-0.003000305981822265,-0.002950801425722216,0.00056495985491008,0.0006144644110101289
77.77741127776453,-6.146220165335024e-05,-0.00018391113597871598,-0.00012244893432536574,0.003336125938384118,0.003397588140037468,-0.0030158551074169625,-0.0029543929057636122,0.0005525070512888121,0.0006139692529421623
77.82741127776455,-7.302833917925168e-05,-0.00019613676619901186,-0.00012310842701976018,0.0033201212902255186,0.0033931496294047703,-0.003031073055990593,-0.002958044716811341,0.0005404256627804481,0.0006134540019596998
77.87741127776458,-8.419968698531073e-05,-0.0002087203370283028,-0.00012452065004299207,0.0033043447213050013,0.003388544408290312,-0.0030459546264681534,-0.0029617549394828427,0.0005287196941016225,0.0006129193810869332
77.9274112777646,-9.497323370330274e-05,-0.00022165172638131998,-0.00012667849267801725,0.003288804421158777,0.0033837776548620796,-0.0030604948703091836,-0.002965521636605881,0.0005173928844988722,0.000612366118202175
77.97741127776463,-0.00010534623751702523,-0.00023492071132789202,-0.0001295744738108668,0.0032735083603384263,0.0033788545978554515,-0.0030746890920620904,-0.002969342854545065,0.0005064487080385298,0.000611794945555555
78.02741127776466,-0.0001153162252339945,-0.0002485169747759105,-0.000133200749541916,0.0032584642877655106,0.003373780512999505,-0.003088532849762912,-0.0029732166245289176,0.0004958903740573627,0.0006112065992913572
78.07741127776468,-0.00012488099120625245,-0.00026243011214493957,-0.00013754912093868712,0.003243679728243349,0.0033685607194496015,-0.003102021955177745,-0.0029771409639714926,0.00048572082776698666,0.0006106018189732392
78.12741127776471,-0.00013403859609827573,-0.0002766496380266697,-0.00014261104192839398,0.003229161980124802,0.0033632005762230777,-0.003115152473889559,-0.0029811138777912833,0.0004759427510129445,0.0006099813471112203
78.17741127776473,-0.00014278736550691132,-0.0002911649928283516,-0.00014837762732144028,0.0032149181131391103,0.0033577054786460216,-0.0031279207252287965,-0.002985133359721885,0.0004665585631841721,0.0006093459286910834
78.22741127776476,-0.00015112588843469886,-0.0003059655493961111,-0.00015483966096141227,0.003200954966374252,0.003352080854808951,-0.00314032328205292,-0.002989197393618221,0.0004575704222736523,0.0006086963107083511
78.27741127776478,-0.00015905301561901924,-0.00032104061961385467,-0.00016198760399483542,0.003187279146413783,0.003346332162032802,-0.0031523569703762254,-0.002993303954757206,0.0004489802260858265,0.0006080332417048458
78.32741127776481,-0.0001665678577199882,-0.0003363794609752566,-0.0001698116032552684,0.0031738970256326177,0.003340464883352606,-0.0031640188688478958,-0.0029974510111279076,0.0004407896135883094,0.0006073574713082976
78.37741127776484,-0.0001736697833682739,-0.00035197128312462164,-0.00017830149975634775,0.003160814740648453,0.0033344845240167267,-0.003175306308084123,-0.003001636524715849,0.0004329999664088968,0.0006066697497771707
78.42741127776486,-0.00018035841707579776,-0.00036780525436345263,-0.00018744683728765487,0.003148038190924751,0.0033283966080005487,-0.0031862168698574456,-0.003005858452781648,0.0004256124104714527,0.0006059708275472505
78.47741127776489,-0.0001866336370133113,-0.0003838705081195878,-0.00019723687110627652,0.003135573037530431,0.0033222066745437423,-0.0031967483861342853,-0.003010114749120974,0.00041862781777318356,0.0006052614547864949
78.52741127776491,-0.0001924955726555072,-0.0004001561493755541,-0.0002076605767200469,0.0031234247020547052,0.0033159202747102125,-0.0032068989379791723,-0.003014403365323665,0.000412046808296127,0.0006045423809516342
78.57741127776494,-0.00019794460229692352,-0.00041665126105267273,-0.0002187066587557492,0.003111598365671509,0.0033095429679684324,-0.003216666854314388,-0.0030187222520174643,0.0004058697520516779,0.0006038143543486014
78.62741127776496,-0.00020298135044241432,-0.0004333449103477003,-0.00023036355990528596,0.003100098968357155,0.003303080318799569,-0.003226050710541305,-0.0030230693600988906,0.0004000967712577393,0.0006030781217001536
78.67741127776499,-0.0002076066850730941,-0.0004502261550198239,-0.00024261946994672977,0.003088931208259685,0.0032965378933327793,-0.0032350493270327427,-0.0030274426419596486,0.00039472774264450177,0.0006023344277175959
78.72741127776501,-0.00021182171479265134,-0.00046728404962351737,-0.000255462334830866,0.0030780995412171813,0.0032899212560098326,-0.003243661767480704,-0.0030318400526880528,0.0003897622998860264,0.0006015840146786778
78.77741127776504,-0.0002156277858552224,-0.0004845076516854036,-0.00026887986583018123,0.0030676081804247184,0.003283235966279941,-0.003251887337123421,-0.0030362595512681985,0.00038519983615499206,0.0006008276220102145
78.82741127776507,-0.0002190264790786628,-0.000501886027821367,-0.00028285954874270416,0.0030574610962486844,0.003276487575327347,-0.0032597255808391947,-0.003040699101760532,0.00038103950679771096,0.0006000659858763737
78.87741127776509,-0.0002220196066453346,-0.0005194082597916828,-0.0002973886531463482,0.0030476620161874286,0.003269681622832763,-0.0032671762811130947,-0.00304515667446776,0.0003772802321289019,0.0005992998387742365
78.92741127776512,-0.0002246092087944745,-0.0005370634504910636,-0.00031245424169658905,0.003038214424978193,0.0032628236337726674,-0.003274239455881444,-0.0030496302470869696,0.00037392070033805846,0.0005985299091325329
78.97741127776514,-0.00022679755040849606,-0.0005548407298708932,-0.0003280431794623972,0.003029121564846078,0.003255919115254574,-0.0032809153562545685,-0.0030541178058460725,0.00037095937051255957,0.0005977569209210556
79.02741127776517,-0.00022858711749638213,-0.0005727292607907901,-0.000344142143294408,0.0030203864358930837,0.003248973553389466,-0.0032872044641208773,-0.003058617346624495,0.0003683944757651706,0.0005969815932615527
79.0774112777652,-0.00022998061357692653,-0.0005907182447973357,-0.00036073763122040914,0.0030120117966305005,0.003241992410207427,-0.0032931074896334145,-0.003063126876056488,0.00036622402647324103,0.0005962046400501675
79.12741127776522,-0.000230980955965957,-0.0006087969278268777,-0.0003778159718609207,0.00300400016464886,0.003234981120614817,-0.0032986253685819544,-0.0030676444126159974,0.00036444581361584784,0.0005954267695818048
79.17741127776524,-0.00023159127196933742,-0.0006269546058300242,-0.00039536333386068674,0.002996353817424319,0.0032279450893936564,-0.003303759259658549,-0.0030721679876892114,0.0003630574122152121,0.0005946486841845495
79.22741127776527,-0.00023181489498636876,-0.0006451806303157018,-0.0004133657353293331,0.0029890747932605002,0.003220889688246869,-0.003308510541611001,-0.0030766956466246323,0.0003620561848748746,0.0005938710798612434
79.2774112777653,-0.00023165536052475013,-0.0006634644138122205,-0.00043180905328747037,0.002982164892363094,0.003213820252887844,-0.0033128808102912805,-0.0030812254497665304,0.00036143928541136893,0.000593094645936119
79.32741127776532,-0.00023111640213318478,-0.0006817954352433275,-0.0004506790331101427,0.002975625678047224,0.0032067420801804086,-0.003316871875601731,-0.0030857554734685464,0.0003612036625767337,0.0005923200647099185
79.37741127776535,-0.00023020194725258906,-0.0007001632452163593,-0.00046996129796377027,0.0029694584780725415,0.0031996604253251306,-0.003320485758341931,-0.003090283811089342,0.0003613460638706502,0.0005915480111232393
79.42741127776537,-0.00022891611298883488,-0.0007185574712206091,-0.0004896413582317742,0.0029636643861066176,0.0031925804990954525,-0.0033237246869571167,-0.003094808573968282,0.0003618630394366544,0.0005907791524254893
79.4774112777654,-0.00022726320181318998,-0.0007369678227347768,-0.0005097046209215869,0.002958244263313928,0.003185507465127118,-0.003326591094195397,-0.003099327892382207,0.000362750946040071,0.0005900141478532609
79.52741127776542,-0.0002252476971907765,-0.0007553840962396534,-0.0005301363990488769,0.0029531987400661743,0.003178446437256951,-0.0033290876136699383,-0.003103839916479162,0.0003640059511250523,0.0005892536483158288
79.57741127776545,-0.00022287425914102165,-0.0007737961801359578,-0.0005509219209949361,0.002948528217775045,0.0031714024769160668,-0.003331217076336602,-0.0031083428171955804,0.0003656240369467326,0.0005884982960877543
79.62741127776548,-0.00022014771973462776,-0.0007921940595643789,-0.0005720463398297511,0.002944232870844649,0.003164380590579277,-0.003332982506882722,-0.003112834787148094,0.00036760100477672015,0.000587748724511348
79.6774112777655,-0.00021707307852907162,-0.0008105678211261167,-0.0005934947425970451,0.002940312648738234,0.003157385727267306,-0.0033343871200374126,-0.003117314041508341,0.0003699324791754375,0.0005870055577045091
79.72741127776553,-0.0002136554979468336,-0.0008289076575025464,-0.0006152521595557128,0.002936767278159808,0.0031504227761066416,-0.003335434316801148,-0.003121778818854314,0.00037261391233099086,0.0005862694102778245
79.77741127776555,-0.00020990029859893362,-0.0008472038719720694,-0.0006373035733731357,0.002933596265347251,0.0031434965639461844,-0.003336127680596907,-0.0031262273819979733,0.0003756405884636758,0.0005855408870626094
79.82741127776558,-0.0002058129545575646,-0.0008654468828229547,-0.0006596339282653901,0.0029307988984751134,0.003136611853032678,-0.003336470973352224,-0.0031306580187946595,0.00037900762828503055,0.0005848205828425952
79.8774112777656,-0.00020139908858091918,-0.000883627227659811,-0.0006822281390788919,0.0029283742501648646,0.003129773338745784,-0.0033364681315098655,-0.0031350690429289463,0.00038270999351582545,0.0005841090820967446
79.92741127776563,-0.00019666446729357323,-0.0009017355676034147,-0.0007050711003098414,0.0029263211800969607,0.003122985647390534,-0.00333612326197015,-0.0031394587946765766,0.000386742491456916,0.0005834069587504892
79.97741127776565,-0.000191614996326004,-0.0009197626913819138,-0.0007281476950559098,0.002924638337726931,0.003116253334052935,-0.0033354406379710283,-0.0031438256416450243,0.00039109977960795627,0.0005827147759339603
80.02741127776568,-0.00018625671541577012,-0.0009376995193118522,-0.000751442803896082,0.0029233241650994434,0.0031095808805152135,-0.0033344246949068867,-0.0031481679794911166,0.00039577637033342444,0.0005820330857491946
80.0774112777657,-0.00018059579347495542,-0.0009555371071683711,-0.0007749413136934157,0.0029223768997589223,0.0031029726932338777,-0.0033330800260916145,-0.003152484232616659,0.00040076663557278433,0.0005813624290477398
80.12741127776573,-0.00017463852362623739,-0.0009732666499431657,-0.0007986281263169283,0.002921794577755269,0.0030964331013815065,-0.0033314113784625988,-0.0031567728548363614,0.00040606481158803113,0.0005807033352142686
80.17741127776576,-0.00016839131821012572,-0.0009908794854892986,-0.0008224881672791728,0.0029215750367389834,0.003089966354949109,-0.003329423648238066,-0.00316103233002794,0.0004116650037502374,0.0005800563219603631
80.22741127776578,-0.0001618607037692961,-0.0010083670980513576,-0.0008465063942820616,0.0029217159191451195,0.0030835766229144156,-0.003327121876524719,-0.0031652611727554228,0.00041756119135728695,0.000579421895126583
80.27741127776581,-0.00015505331600936846,-0.001025721121681092,-0.0008706678056717234,0.0029222146754630043,0.003077267991472373,-0.003324511244881759,-0.0031694579288723906,0.0004237472324824516,0.0005788005484918201
80.32741127776583,-0.00014797589474309022,-0.0010429333435364617,-0.0008949574487933714,0.002923068567589647,0.0030710444623327374,-0.0033215970708382974,-0.003173621176095207,0.00043021686885263635,0.0005781927635957265
80.37741127776586,-0.00014063527881865443,-0.0010599957070641804,-0.000919360428245526,0.0029242746722633233,0.0030649099510819777,-0.0033183848033788484,-0.003177749524560194,0.00043696373074474646,0.0005775990095634009
