r,u,du_dr
3.4257999999999997,0.8422357090262571,0.5901653940018867
3.4291,0.844176076202297,0.5858176071748594
3.4324,0.8461021242776696,0.5814871331057336
3.4356999999999998,0.8480139102052445,0.577173863060944
3.439,0.8499114905780213,0.5728776876777238
3.4423,0.8517949216271183,0.5685984970041944
3.4455999999999998,0.8536642592198957,0.5643361805380558
3.4489,0.8555195588581984,0.5600906272639348
3.4522,0.8573608756767235,0.5558617256894266
3.4555,0.8591882644415048,0.5516493638798621
3.4588,0.8610017795485082,0.5474534294918532
3.4621,0.8628014750223358,0.5432738098056477
3.4654,0.8645874045150375,0.5391103917563268
3.4687,0.8663596213050206,0.5349630619638869
3.472,0.8681181782960584,0.5308317067622409
3.4753,0.869863128016393,0.526716212227161
3.4786,0.8715945226179276,0.5226164642032115
3.4819,0.8733124138755063,0.5185323483296936
3.4852,0.8750168531862796,0.514463750065629
3.4885,0.8767078915691479,0.5104105547138217
3.4918,0.878385579664285,0.5063726474440227
3.4951,0.8800499677327367,0.5023499133152187
3.4984,0.8817011056560898,0.4983422372970808
3.5017,0.8833390429362121,0.49434950429059765
3.505,0.884963828695059,0.49037159914790984
3.5083,0.8865755116745437,0.48640840669138236
3.5116,0.8881741402364687,0.48245981173193053
3.5149,0.8897597623625191,0.478525699086623
3.5182,0.8913324256543088,0.4746059535955869
3.5214999999999996,0.8928921773334849,0.47070046013823924
3.5248,0.8944390642418831,0.466809103648852
3.5281000000000002,0.8959731328417336,0.46293176913149314
3.5313999999999997,0.8974944292159137,0.4590683416743424
3.5347,0.8990029990682509,0.4552187064634092
3.5380000000000003,0.9004988877238655,0.45138274879567974
3.5412999999999997,0.9019821401295574,0.4475603540916946
3.5446,0.9034528008542368,0.4437514079075828
3.5479000000000003,0.9049109140893873,0.4399557959465769
3.5511999999999997,0.9063565236495708,0.43617340407000993
3.5545,0.9077896729729686,0.432404118307816
3.5578,0.909210405121951,0.4286478248685616
3.5610999999999997,0.9106187627836853,0.4249044101490011
3.5644,0.9120147882707719,0.4211737607431888
3.5677,0.9133985235219076,0.4174557634511541
3.5709999999999997,0.9147700101025821,0.4137503052871507
3.5743,0.9161292892057955,0.4100572734875001
3.5776,0.9174764016528042,0.4063765555180382
3.5808999999999997,0.9188113878938913,0.4027080390811751
3.5842,0.9201342880091569,0.39905161212258383
3.5875,0.9214451417093319,0.3954071628375317
3.5907999999999998,0.9227439883366118,0.39177457967685575
3.5941,0.9240308668655094,0.3881537513526052
3.5974,0.9253058159037256,0.3845445668433561
3.6007,0.926568873693037,0.3809469153992033
3.604,0.9278200781102007,0.37736068654645
3.6073,0.9290594666678713,0.37378577009199876
3.6106,0.930287076515536,0.3702220561274513
3.6139,0.931502944440459,0.3666694350329304
3.6172,0.9327071068686391,0.3631277974806338
3.6205,0.9338995998657807,0.3595970344381199
3.6238,0.935080459138273,0.35607703717134587
3.6271,0.9362497200341777,0.35256769724745796
3.6304,0.93740741754423,0.3490689065373408
3.6337,0.9385535863028428,0.34558055721794084
3.637,0.9396882605891205,0.3421025417743652
3.6403,0.94081147432788,0.3386347530017626
3.6436,0.9419232610906764,0.3351770840069969
3.6469,0.9430236540968325,0.33172942821012047
3.6502,0.9441126862144772,0.328291679345646
3.6535,0.9451903899615828,0.32486373146363334
3.6568,0.9462567975070094,0.32144547893059294
3.6601,0.947311940671549,0.3180368164302069
3.6634,0.9483558509289746,0.3146376389638832
3.6667,0.949388559407088,0.3112478418511422
3.67,0.950410096888771,0.3078673207298391
3.6733000000000002,0.9514204938130357,0.3044959715562344
3.6766,0.952419780276075,0.3011336906049135
3.6799,0.9534079860323129,0.29778037446855593
3.6832000000000003,0.9543851404954538,0.2944359200575683
3.6864999999999997,0.9553512727395296,0.2911002245995814
3.6898,0.9563064114999464,0.2877731856388067
3.6931000000000003,0.9572505851745271,0.2844547010352785
3.6963999999999997,0.958183821824553,0.2811446689639619
3.6997,0.959106149175801,0.2778429879137425
3.7030000000000003,0.9600175946195775,0.2745495566863079
3.7062999999999997,0.9609181852137487,0.27126427439491047
3.7096,0.9618079476837681,0.2679870404630206
3.7129000000000003,0.9626869084236944,0.26471775462288477
3.7161999999999997,0.963555093497212,0.26145631691397475
3.7195,0.9644125286386395,0.25820262768133784
3.7228,0.9652592392539356,0.25495658757386286
3.7260999999999997,0.9660952504216995,0.2517180975424433
3.7294,0.9669205868941644,0.24848705883805938
3.7327,0.9677352730981836,0.2452633730097746
3.7359999999999998,0.9685393331362114,0.24204694190264592
3.7393,0.9693327907872765,0.23883766765555864
3.7426,0.9701156695079471,0.235635452698984
3.7459,0.9708879924332905,0.23244019975265945
3.7492,0.9716497823778228,0.22925181182320079
3.7525,0.9724010618364519,0.22607019220164531
3.7558,0.9731418529854122,0.22289524446092385
3.7591,0.9738721776831905,0.21972687245327296
3.7624,0.9745920574714421,0.216564980307584
