tau,u_rho_0.5,u_rho_0.75,u_rho_0.9,u_rho_0.95,u_rho_1
14.49999999999978,0.08244693261790581,0.06814721372926236,0.05080484238926397,0.043167937545819914,0.03439202478876899
14.599999999999778,0.0816663049262209,0.06621277642086004,0.04824315047088524,0.04040450460880675,0.031428234632760926
14.699999999999775,0.08077795976103457,0.06420642711459965,0.045637226214368255,0.037607912957953835,0.028443627684024513
14.799999999999773,0.07978489686103331,0.06213194738306019,0.04299135653317325,0.03478261541285477,0.025442821206443457
14.899999999999771,0.07869022776202948,0.059993182148351434,0.04030984897705078,0.031933068021527664,0.022430416213460917
14.999999999999769,0.07749716932633953,0.057794032815022094,0.037597024754997946,0.02906372308855,0.01941099052897976
15.099999999999767,0.07620903719412674,0.055538450369889136,0.034857211773124085,0.026179022238096126,0.016389091905567515
15.199999999999765,0.07482923916968774,0.05323042846277236,0.03209473770148781,0.023283389525901258,0.013369231213919017
15.299999999999763,0.07336126855553246,0.050873996481977296,0.02931392308379056,0.020381224613977966,0.010355875717311419
15.39999999999976,0.07180869744695198,0.04847321263819564,0.026519074503600873,0.01747689602168183,0.007353442444528513
15.499999999999758,0.07017516999959389,0.04603215707028763,0.02371447782053753,0.014574734466454568,0.004366291674439783
15.599999999999756,0.06846439568236422,0.04355492498617333,0.020904391489558118,0.011679026307269996,0.0013987205450893478
15.699999999999754,0.06668014252775896,0.04104561985179711,0.01809303997618885,0.008794007103475152,-0.0015450432002104691
15.799999999999752,0.06482623039148801,0.038508346640835744,0.015284607280187504,0.005923855301350867,-0.004460847317681038
15.89999999999975,0.06290652423300055,0.03594720515750437,0.01248323057976053,0.003072686060321829,-0.007344621007098248
15.999999999999748,0.06092492742824611,0.03336628344447054,0.009692994008055483,0.00024454523032113595,-0.010192380683808691
16.099999999999746,0.058885375125717385,0.030769651287522314,0.006917922573225585,-0.0025565965086351006,-0.01300023556799712
16.199999999999743,0.05679182765651752,0.028161353828249632,0.004161976232915955,-0.005326849334080702,-0.015764393080962794
16.29999999999974,0.05464826400887596,0.025545405295592877,0.0014290441335503279,-0.008062409785854652,-0.01848116403869006
16.39999999999974,0.05245867537720808,0.02292578286668681,-0.0012770609756930715,-0.010759566078409596,-0.021146967633544393
16.499999999999737,0.05022705879547111,0.020306420666989438,-0.003952608144835314,-0.01341470321163965,-0.02375833619548993
16.599999999999735,0.04795741086421782,0.017691203919228897,-0.006593953432123198,-0.01602430787174395,-0.026311919724805906
16.699999999999733,0.045653721580386594,0.015083963250233895,-0.009197544911809998,-0.018584973114208977,-0.02880449018887445
16.79999999999973,0.043319968278498135,0.012488469164232352,-0.01175992747292336,-0.021093402821569837,-0.031232945576220573
16.89999999999973,0.04096010969155013,0.009908426690713741,-0.014277747401813881,-0.023546415929199697,-0.033594313701602346
16.999999999999726,0.03857808013951873,0.0073474702144518435,-0.016747756741848613,-0.025940950412971918,-0.035885755756574496
