U_over_M,schwarzschild_fine,uniform_sds_L80,exterior_sds_L80,uniform_sds_L160,exterior_sds_L160,uniform_sds_L320,exterior_sds_L320,uniform_sds_L640,exterior_sds_L640
10.517411277759717,-0.024363431299161825,0.018009168930794697,0.010779914711127521,-0.0040282659786378145,-0.006786916679491109,-0.014402995103995885,-0.015416049957182994,-0.01943480274011126,-0.019789636925202022
10.54741127775971,-0.028542224265885457,0.013810341030441703,0.00658927829270556,-0.008222638407922662,-0.010977635069103897,-0.018590700775396565,-0.019602443033959915,-0.023618267576938846,-0.023972632768360216
10.577411277759705,-0.032708195414709956,0.009617369923037047,0.0024057282519824755,-0.01240746094818551,-0.015158367100783337,-0.02276716991707559,-0.023777452612518058,-0.027789712371098004,-0.02814354043973276
10.607411277759699,-0.036860631860748894,0.005431029657729795,-0.001769942884668628,-0.016581991103383126,-0.01932836959768285,-0.02693168652452196,-0.027940339069505243,-0.03194837631261987,-0.03230162235561742
10.637411277759693,-0.04099879871274917,0.0012521107252874523,-0.0059369666117773095,-0.02074551502855096,-0.02348690262056738,-0.031083534290568888,-0.03209036623420346,-0.0360935174756248,-0.03644614453262826
10.667411277759687,-0.045121943197983516,-0.0029186300205100283,-0.010094622691677619,-0.02489731778059607,-0.027633229157505428,-0.03522197464775111,-0.0362268015655708,-0.040224421317263635,-0.04057637676834327
10.69741127775968,-0.04922932224603843,-0.0070804838966533005,-0.01424221245509786,-0.029036658955528587,-0.03176661619086993,-0.03934625345911029,-0.04034891620450104,-0.044340383256829846,-0.04469159263513306
10.727411277759675,-0.053320223294830965,-0.011232754480616086,-0.01837901211257022,-0.03316278028617028,-0.03588633411370465,-0.04345562844452394,-0.044455985196751174,-0.04844068498644817,-0.04879106970738975
10.757411277759669,-0.05739395641399164,-0.015374712174972957,-0.022504257912334267,-0.03727493625123415,-0.039991656773074494,-0.0475493873814458,-0.04854728749947013,-0.05252459023329981,-0.0528740896971601
10.787411277759663,-0.06144982707495253,-0.019505589106019336,-0.026617178587718473,-0.041372414285420295,-0.0440818624073483,-0.051626838019609204,-0.05262210624340218,-0.056591364099591236,-0.05693993846179915
10.817411277759657,-0.06548711896010395,-0.023624618868716505,-0.030717038907758804,-0.04545452341445094,-0.04815623289660284,-0.055687281336708125,-0.05667972870576392,-0.06064029501547781,-0.06098790625041545
10.847411277759651,-0.06950510463462109,-0.02773107732803534,-0.0348031474394687,-0.049520564354404786,-0.05221405409566874,-0.05972999691722414,-0.06071944659298974,-0.06467069629983932,-0.0650172878029729
10.877411277759645,-0.07350307230022338,-0.0318242810951553,-0.038874821346755246,-0.05356981320409612,-0.056254616594546586,-0.06375425554411579,-0.0647405560049415,-0.06868188637892166,-0.06902738237534069
10.907411277759639,-0.07748034067691376,-0.03590354662574475,-0.04293134676166662,-0.05760153555114127,-0.06027721490968654,-0.06775934528152806,-0.06874235770685243,-0.07267316885922573,-0.07301749399278111
10.937411277759633,-0.08143624723700359,-0.03996815417956825,-0.046971976617661844,-0.06161501564465367,-0.06428114801853592,-0.07174458388104005,-0.07272415712078016,-0.07664383308273448,-0.0769869315233278
10.967411277759627,-0.08537012266990075,-0.044017354248857964,-0.05099596732550827,-0.06560957026372763,-0.06826571995800754,-0.07570930530993385,-0.07668526454783488,-0.08059317416487122,-0.08093500871697729
10.997411277759621,-0.08928127790340441,-0.04805040871305436,-0.05500261537444845,-0.06958453361967164,-0.07223023901350467,-0.07965283496221594,-0.08062499522526381,-0.08452051178232137,-0.08486104445956813
11.027411277759615,-0.0931690164507918,-0.05206662350289287,-0.05899125633642662,-0.07353922955960907,-0.07617401837252656,-0.08357447903860218,-0.08454266946446333,-0.08842518894197961,-0.08876436283073337
11.05741127775961,-0.09703265915237315,-0.056065339761461164,-0.06296122843909863,-0.07747295961098796,-0.08009637660911441,-0.08747353846839122,-0.08843761279938768,-0.09230655262744443,-0.09264429315032623
11.087411277759603,-0.10087155658576302,-0.06004589378433224,-0.0669118387467962,-0.08138501854331635,-0.08399663688862341,-0.0913493329270733,-0.09230915602754436,-0.09616393615577967,-0.0965001702299736
11.117411277759597,-0.1046850774337955,-0.064007587125748,-0.07084236606514924,-0.08527472131746294,-0.08787412767279765,-0.09520121102229932,-0.09615663544519285,-0.09999666071149899,-0.10033133442474512
11.147411277759591,-0.1084725849806446,-0.0679496966153869,-0.07475209678358398,-0.08914141458240123,-0.09172818315123604,-0.09902853715200764,-0.09997939281545883,-0.10380405414320809,-0.10413713167845073
11.177411277759585,-0.11223342496286515,-0.07187151330732083,-0.07864035727996987,-0.09298446197330838,-0.09555814245765529,-0.10283066862997323,-0.10377677564559387,-0.10758546838468022,-0.10791691377193936
11.20741127775958,-0.11596693623083203,-0.07577237121775969,-0.08250651114567696,-0.09680321837947413,-0.09936335037027288,-0.10660694562073535,-0.10754813714488587,-0.11134027882978827,-0.11167003837699355
11.237411277759573,-0.11967247346900678,-0.07965163810640354,-0.0863499250309493,-0.10059701850785631,-0.10314315775347963,-0.11035670330709609,-0.11129283646850904,-0.11506786686739985,-0.11539586909216902
11.267411277759567,-0.12334942017859547,-0.08350867848020013,-0.09016993729728909,-0.10436519045088855,-0.10689692077537147,-0.11407929414496513,-0.11501023874437312,-0.11876760277371479,-0.11909377568650696
11.297411277759561,-0.12699718009328692,-0.08734282547685779,-0.09396585977873799,-0.10810708072668618,-0.1106240015503531,-0.11777409892357053,-0.11869971521164144,-0.1224388452273418,-0.12276313416440016
11.327411277759555,-0.13061515579874441,-0.09115338845656776,-0.09773701016377316,-0.11182206685144354,-0.11432376864985866,-0.12144051664491944,-0.12236064336848365,-0.12608095754498747,-0.126403326784968
11.35741127775955,-0.13420273488565465,-0.09493968814882317,-0.10148274343878176,-0.11550954606616148,-0.11799559631979822,-0.125077943394632,-0.12599240698428,-0.12969332514567067,-0.13001374229743945
11.387411277759544,-0.13775929627347364,-0.0987010854219059,-0.10520245280767825,-0.11916891151904074,-0.1216388650074327,-0.12868576023415063,-0.12959439635001255,-0.13327535815014818,-0.13359377602638625
11.417411277759538,-0.14128423041130106,-0.1024369769472773,-0.10889554017747329,-0.12279953845296106,-0.12525296198867955,-0.13226334111363167,-0.13316600822321295,-0.13682647724039992,-0.13714282987064094
11.447411277759532,-0.14477695467821194,-0.10614676286963093,-0.11256138466543639,-0.12640079294405798,-0.12883728060648095,-0.13581007308574783,-0.13670664608665023,-0.14034609624344233,-0.14066031252254876
11.477411277759526,-0.14823691032423197,-0.10982981733980454,-0.11619933842927133,-0.1299720546672774,-0.13239122061610217,-0.1393253701950096,-0.14021572014106873,-0.14383361740213238,-0.1441456395829357
11.50741127775952,-0.15166354433823498,-0.11348548902599337,-0.11980875299365033,-0.13351273271770445,-0.1359141889538059,-0.14280866878913767,-0.1436926474571194,-0.14728844332458516,-0.1475982335408891
11.537411277759514,-0.15505629291618678,-0.11711313036480858,-0.12338901130497226,-0.13702226051090471,-0.1394055990502538,-0.14625940908335713,-0.14713685210596836,-0.15070999456483722,-0.15101752396436538
11.567411277759508,-0.1584145811732334,-0.12071212829471784,-0.1269395364157199,-0.14050007501070524,-0.14286487092685254,-0.14967701986564919,-0.1505477651617735,-0.15409771717761392,-0.15440294765176849
11.597411277759502,-0.16173783895060773,-0.1242819088600403,-0.13045976973880652,-0.14394559928614,-0.1462914320907321,-0.15306091984981482,-0.1539248249500493,-0.15745107396621202,-0.1577539486017901
11.627411277759496,-0.16502551855243677,-0.12782191243020466,-0.13394913924201313,-0.14735824379305537,-0.14968471701363142,-0.15641053409451236,-0.15726747698487328,-0.16076952762066268,-0.16106997815952287
11.65741127775949,-0.16827709910071192,-0.13133156248295547,-0.1374070461629254,-0.15073742481780125,-0.15304416693023193,-0.15972531084031988,-0.160575174200938,-0.1640525306958098,-0.16435049520467665
11.687411277759484,-0.1714920742542812,-0.13481025574402725,-0.14083288151175102,-0.15408258363369015,-0.156369230785898,-0.16300472428085686,-0.1638473769789982,-0.16729953095623917,-0.16759496612997207
11.717411277759478,-0.17466993434278583,-0.13825738177691832,-0.1442260571845371,-0.15739318988194065,-0.15965936499511238,-0.16624826138177543,-0.1670835532277886,-0.17050998716060856,-0.17080286492820063
11.747411277759472,-0.17781015828452054,-0.1416723542270221,-0.14758602435568877,-0.16066872680735736,-0.1629140329447768,-0.16945540452827565,-0.17028317857218278,-0.1736833816579718,-0.17397367340500597
11.777411277759466,-0.18091222186125894,-0.1450546265103643,-0.1509122637454806,-0.1639086715240166,-0.16613270585403742,-0.1726256248869726,-0.17344573629623186,-0.17681921933809164,-0.17710688119152754
11.80741127775946,-0.1839756150249717,-0.14840367905128454,-0.154204256973712,-0.1671124872253448,-0.1693148629126743,-0.17575839182412656,-0.1765707175926345,-0.17991701427899773,-0.18020198576732488
11.837411277759454,-0.18699985369683336,-0.15171898984646398,-0.15746146395886398,-0.17027963361978052,-0.17245999058255665,-0.17885319012870152,-0.17965762153404916,-0.18297627562100535,-0.1832584926704106
11.867411277759448,-0.189984476590101,-0.15500001378956368,-0.16068332533787286,-0.1734095864473273,-0.17556758318164367,-0.1819095306189425,-0.18270595519887198,-0.18599650442620272,-0.1862759155689217
11.897411277759442,-0.1929290301751679,-0.1582461879167972,-0.16386928724663785,-0.1765018497341124,-0.17863714342693263,-0.18492694567535242,-0.1857152338133431,-0.1889772038553623,-0.18925377623381584
11.927411277759436,-0.1958330544070816,-0.1614569575198692,-0.1670188272937156,-0.1795559509919024,-0.18166818173583174,-0.1879049738609339,-0.18868498070518333,-0.19191789406626572,-0.1921916047072885
