pulse,window_start,window_end,analytic_time,matched_time,time,timing_systematic,cadence_uncertainty,timing_uncertainty,analytic_amplitude,matched_amplitude,amplitude,amplitude_systematic,signed_amplitude,integrated_field_energy,integrated_flux_energy,phi_over_pi,case,gamma_over_pi,Omega_ph_M,rescaled_U,ray_U_over_M,simulation_minus_ray_over_M,amplitude_ratio
2,60.0,77.0,70.50612589262032,70.51486799366496,70.51049694314264,0.008742101044646233,0.0005000000000006111,0.00875638799247757,0.0011492153814691688,0.0011601214877191466,0.0011546684345941577,1.0906106249977763e-05,0.0011305266461403291,2.6864499798883656e-06,1.3733269019342753e-06,0.5,sds_L40,0.5,0.1908193832843955,7.049850166017877,70.6591608948599,-0.14866395171725344,0.21314358581824377
3,76.0,96.0,86.74860566829312,86.92019630550516,86.83440098689914,0.17159063721203438,0.0005000000000006111,0.17159136568846348,0.00022324228486322244,0.00022015409520964195,0.0002216981900364322,3.088189653580487e-06,8.308335218171133e-05,1.1095877328116121e-07,5.765566801068262e-08,0.5,sds_L40,0.5,0.1908193832843955,10.164767468441141,87.13300301964787,-0.2986020327487324,0.19200160270628214
0,22.0,43.0,33.27317445064493,33.254337250330515,33.263755850487726,0.01883720031441527,0.0005000000000006111,0.018843834951660116,0.025982407252401505,0.026080062577057098,0.0260312349147293,9.765532465559265e-05,-0.025973830186010502,0.0014971413367168996,0.0005050006597247856,0.5,sds_L80,0.5,0.19204371126656825,0.0,33.28897294624613,-0.025217095758407027,
1,44.0,61.0,53.16491699214865,53.241132586833224,53.20302478949094,0.07621559468457662,0.0005000000000006111,0.07621723475122712,0.0055742260781950475,0.0055297518018513625,0.005551988940023205,4.447427634368499e-05,-0.0022342508567332457,7.039418916234854e-05,3.770618811077702e-05,0.5,sds_L80,0.5,0.19204371126656825,3.8292112069883855,53.57155370584627,-0.3685289163553307,0.2132818115702115
2,60.0,77.0,70.05847595257251,70.06232922320766,70.06040258789008,0.00385327063514751,0.0005000000000006111,0.0038855751939308424,0.0011882526454536793,0.001191938599644636,0.0011900956225491576,3.685954190956733e-06,0.0011784721822650083,2.825145892850376e-06,1.456661852160064e-06,0.5,sds_L80,0.5,0.19204371126656825,7.0665646016156085,70.18142656443705,-0.12102397654696517,0.21435482588410623
3,76.0,96.0,86.30613088270405,86.38049031343614,86.3433105980701,0.07435943073208762,0.0005000000000006111,0.07436111173725239,0.00022688256884040685,0.0002258663690079895,0.0002263744689241982,1.016199832417356e-06,4.883295386147266e-05,1.1386979020189343e-07,6.143851000357559e-08,0.5,sds_L80,0.5,0.19204371126656825,10.193594686102712,86.55081664374627,-0.20750604567616904,0.1902153613835746
0,22.0,43.0,33.12532489655794,33.115663547340084,33.120494221949016,0.009661349217857662,0.0005000000000006111,0.009674278717785605,0.025929455619849006,0.02597184432155625,0.02595064997070263,4.2388701707245235e-05,-0.02592670221137948,0.0014853739060250077,0.000504907132786686,0.5,sds_L160,0.5,0.19234857560438817,0.0,33.13527111749915,-0.014776895550134839,
1,44.0,61.0,53.077553463296184,53.11293467391915,53.09524406860767,0.0353812106229654,0.0005000000000006111,0.03538474339523519,0.005648050854927807,0.0056283646642217,0.005638207759574753,1.9686190706107685e-05,-0.001935162588890829,7.228670798141684e-05,3.915896764140491e-05,0.5,sds_L160,0.5,0.19234857560438817,3.842114681058763,53.42988802068942,-0.33464395208174835,0.2172665334371236
2,60.0,77.0,69.90853083370205,69.90993999950919,69.90923541660561,0.0014091658071464508,0.0005000000000006111,0.0014952418774336544,0.001208034093982268,0.0012095149649918053,0.0012087745294870366,1.480871009537383e-06,0.0012007533261966974,2.907523483573931e-06,1.50222405827503e-06,0.5,sds_L160,0.5,0.19234857560438817,7.076261967070674,70.02137270203195,-0.11213728542634271,0.2143898524197351
3,76.0,96.0,86.18185016384537,86.21223939915298,86.19704478149917,0.030389235307609397,0.0005000000000006111,0.030393348327903167,0.00022963909398737432,0.00022924411655291183,0.00022944160527014308,3.9497743446249324e-07,3.362568275766464e-05,1.1645028667545427e-07,6.343690226768936e-08,0.5,sds_L160,0.5,0.19234857560438817,10.209198898123764,86.36514258493172,-0.16809780343254488,0.18981340165027336
