pulse,window_start,window_end,analytic_time,matched_time,time,timing_systematic,cadence_uncertainty,timing_uncertainty,analytic_amplitude,matched_amplitude,amplitude,amplitude_systematic,signed_amplitude,integrated_field_energy,integrated_flux_energy,phi_over_pi,case,cosmological_length_over_M,observer,observer_radius_over_M,output_cadence_over_M,delay_over_M,amplitude_ratio,flux_energy_ratio
1,35.0,53.0,46.207768013605765,46.22877245362201,46.218270233613886,0.021004440016241688,0.0005000000000006111,0.021010390296134333,0.05877818530588424,0.0573661606663063,0.058072172986095266,0.001412024639577937,-0.05591534408424511,0.0064635167605810165,0.004035136852127826,1.0,sds_L20,20.0,r8M,8.0,0.0010000000000012221,20.503159867832217,0.5138783409687854,0.34236724095123194
2,53.0,69.0,63.95138464417262,64.23522135880548,64.09330300148905,0.2838367146328551,0.0005000000000006111,0.2838371550265624,0.009612932124433824,0.010188781386404968,0.009900856755419397,0.0005758492619711442,0.0042164878126186205,0.00018799484469819106,0.00014889292396847787,0.0,sds_L20,20.0,r8M,8.0,0.0010000000000012221,17.87503276787516,0.17049227274119821,0.03689910142451873
3,69.0,86.0,80.6631641026377,80.74249235939953,80.70282823101861,0.07932825676184052,0.0005000000000006111,0.07932983247727488,0.0023780655845409863,0.0021439722125984103,0.0022610188985696983,0.00023409337194257602,0.002330086759998188,1.0540025371967974e-05,6.245222407494772e-06,1.0,sds_L20,20.0,r8M,8.0,0.0010000000000012221,16.609525229529567,0.22836598432070968,0.041944386885819696
0,18.0,35.0,26.04999679109544,26.025087673435024,26.03754223226523,0.02490911766041748,0.0005000000000006111,0.024914135397812273,0.06035145286650213,0.060121996646500385,0.060236724756501256,0.00022945622000174193,-0.060350041674596,0.007110431347308852,0.0034080520979131966,0.0,sds_L20,20.0,r12M,12.0,0.0010000000000012221,nan,nan,nan
1,35.0,53.0,45.80843901689376,45.81544807677969,45.81194354683672,0.007009059885930924,0.0005000000000006111,0.00702687131549786,0.06532030629032051,0.06406266369084734,0.06469148499058393,0.0012576425994731688,-0.06210616140723029,0.008016877468587435,0.004985358220167748,1.0,sds_L20,20.0,r12M,12.0,0.0010000000000012221,19.77440131457149,1.073954223973671,1.4628174913230818
2,53.0,69.0,63.758176002341294,64.0203600134331,63.889268007887196,0.26218401109181144,0.0005000000000006111,0.26218448785576753,0.010430275821213308,0.011003008037991657,0.010716641929602483,0.0005727322167783482,0.004475500503466944,0.00022100239736192552,0.0001731466158963043,0.0,sds_L20,20.0,r12M,12.0,0.0010000000000012221,18.077324461050473,0.16565768943412457,0.03473102799230308
3,69.0,86.0,80.48103984704343,80.54446650958971,80.51275317831657,0.06342666254627716,0.0005000000000006111,0.06342863329569161,0.002519432527415854,0.002305069958375094,0.002412251242895474,0.00021436256904075988,0.002470977039112845,1.170921178492378e-05,7.213465506743198e-06,1.0,sds_L20,20.0,r12M,12.0,0.0010000000000012221,16.623485170429376,0.22509394815479786,0.04166102507636226
0,18.0,35.0,26.306784331515274,26.258009503990245,26.28239691775276,0.04877482752502971,0.0005000000000006111,0.04877739025508024,0.04466251481840094,0.0445077204371295,0.04458511762776522,0.0001547943812714378,-0.044638340968045524,0.003890771728751157,0.0018731049568877253,0.0,sds_L20,20.0,outer,18.91298547847183,0.0010000000000012221,nan,nan,nan
1,35.0,53.0,45.47122898218745,45.475658564054626,45.47344377312103,0.004429581867178456,0.0005000000000006111,0.004457711915101377,0.07173952810128634,0.0699156739635732,0.07082760103242977,0.0018238541377131323,-0.06860816624913547,0.009707475348654074,0.005949391903094013,1.0,sds_L20,20.0,outer,18.91298547847183,0.0010000000000012221,19.191046855368274,1.588592893793828,3.176219186873158
2,53.0,69.0,63.54527846813291,63.83871633227841,63.691997400205665,0.29343786414549555,0.0005000000000006111,0.29343829012974826,0.011131396345422699,0.011712413222123795,0.011421904783773248,0.0005810168767010956,0.003905172493602245,0.0002531695051953703,0.00019651589351994976,0.0,sds_L20,20.0,outer,18.91298547847183,0.0010000000000012221,18.21855362708463,0.1612634709813694,0.03303125709667078
3,69.0,86.0,80.33814071483643,80.37967935011802,80.35891003247723,0.04153863528159718,0.0005000000000006111,0.04154164441927583,0.0026491463767242514,0.0024544514045324725,0.002551798890628362,0.00019469497219177893,0.0026052723012289294,1.284752038496185e-05,8.137226881851975e-06,1.0,sds_L20,20.0,outer,18.91298547847183,0.0010000000000012221,16.66691263227156,0.22341272659299566,0.04140747466324349
0,18.0,35.0,25.82860621870318,25.826507630071706,25.827556924387444,0.0020985886314726088,0.0005000000000006111,0.002157330351185624,0.11351505879585258,0.1134405859813314,0.113477822388592,7.447281452117871e-05,-0.11349491241940671,0.025143216257158364,0.012398269752450052,0.0,sds_L40,40.0,r8M,8.0,0.0010000000000012221,nan,nan,nan
1,35.0,53.0,45.41954249815724,45.42446530179071,45.42200389997397,0.004922803633469641,0.0005000000000006111,0.00494813051704404,0.05616940507130111,0.055840070622743404,0.05600473784702226,0.00032933444855770544,-0.05197461756619845,0.005836749474323726,0.003988723745596286,1.0,sds_L40,40.0,r8M,8.0,0.0010000000000012221,19.59444697558653,0.4935302481857675,0.3217161608222038
2,53.0,69.0,62.93862867416688,62.97311841783154,62.95587354599921,0.03448974366466473,0.0005000000000006111,0.034493367740107396,0.00992345753594162,0.01001374111316172,0.009968599324551668,9.028357722009987e-05,0.007364108215078654,0.000188649513115046,0.00014981199998593278,0.0,sds_L40,40.0,r8M,8.0,0.0010000000000012221,17.533869646025238,0.17799564300757983,0.037558880870436656
3,69.0,86.0,79.0059934945659,79.02365071463424,79.01482210460007,0.017657220068343804,0.0005000000000006111,0.017664297906849393,0.002142025491913601,0.002114722934913317,0.0021283742134134594,2.7302557000283886e-05,0.0019817644039816455,8.344896769623138e-06,6.296050557546814e-06,1.0,sds_L40,40.0,r8M,8.0,0.0010000000000012221,16.05894855860086,0.2135078504129949,0.04202634340465388
0,18.0,35.0,26.138302858283346,26.13242017076471,26.13536151452403,0.005882687518635521,0.0005000000000006111,0.005903898071775186,0.06101970862928179,0.06096285625566896,0.06099128244247538,5.685237361283124e-05,-0.06101704059767682,0.00722556871619026,0.003662336130156937,0.0,sds_L40,40.0,r12M,12.0,0.0010000000000012221,nan,nan,nan
1,35.0,53.0,45.04731209604841,45.049417853929725,45.04836497498907,0.0021057578813170608,0.0005000000000006111,0.0021643050281163066,0.062433115877779576,0.06209731303964923,0.0622652144587144,0.000335802838130346,-0.05756735418212413,0.0072524105966241545,0.004899651378298063,1.0,sds_L40,40.0,r12M,12.0,0.0010000000000012221,18.913003460465042,1.0208871164078333,1.3378486310834896
