ell,observer,U_over_M,n_eff,positive_power
0,r/M=20,571.2274112773107,-2.9315153984865665,2.9315153984865665
0,r/M=20,573.2274112773089,-2.93125516098158,2.93125516098158
0,r/M=20,575.227411277307,-2.9308413718038477,2.9308413718038477
0,r/M=20,577.2274112773052,-2.930326556448763,2.930326556448763
0,r/M=20,579.2274112773034,-2.929770417351516,2.929770417351516
0,r/M=20,581.2274112773016,-2.929234019260169,2.929234019260169
0,r/M=20,583.2274112772998,-2.928774083844314,2.928774083844314
0,r/M=20,585.227411277298,-2.9284379623098613,2.9284379623098613
0,r/M=20,587.2274112772961,-2.928259756244361,2.928259756244361
0,r/M=20,589.2274112772943,-2.928257914726021,2.928257914726021
0,r/M=20,591.2274112772925,-2.9284344676314666,2.9284344676314666
0,r/M=20,593.2274112772907,-2.9287758801163473,2.9287758801163473
0,r/M=20,595.2274112772889,-2.9292553499462897,2.9292553499462897
0,r/M=20,597.227411277287,-2.929836233896164,2.929836233896164
0,r/M=20,599.2274112772852,-2.9304761940180484,2.9304761940180484
0,r/M=20,601.2274112772834,-2.9311316066411592,2.9311316066411592
0,r/M=20,603.2274112772816,-2.931761778608018,2.931761778608018
0,r/M=20,605.2274112772798,-2.932332563169879,2.932332563169879
0,r/M=20,607.227411277278,-2.932819054423873,2.932819054423873
0,r/M=20,609.2274112772761,-2.933207152713042,2.933207152713042
0,r/M=20,611.2274112772743,-2.9334939205537713,2.9334939205537713
0,r/M=20,613.2274112772725,-2.933686775531133,2.933686775531133
0,r/M=20,615.2274112772707,-2.9338016802891804,2.9338016802891804
0,r/M=20,617.2274112772689,-2.9338605797214865,2.9338605797214865
0,r/M=20,619.227411277267,-2.9338883945168783,2.9338883945168783
0,r/M=20,621.2274112772652,-2.9339099048048944,2.9339099048048944
0,r/M=20,623.2274112772634,-2.933946847945158,2.933946847945158
0,r/M=20,625.2274112772616,-2.934015513994399,2.934015513994399
0,r/M=20,627.2274112772598,-2.9341250572362805,2.9341250572362805
0,r/M=20,629.2274112772579,-2.934276660280777,2.934276660280777
0,r/M=20,631.2274112772561,-2.934463597488392,2.934463597488392
0,r/M=20,633.2274112772543,-2.9346721556407687,2.9346721556407687
0,r/M=20,635.2274112772525,-2.9348832900227184,2.9348832900227184
0,r/M=20,637.2274112772507,-2.935074829977331,2.935074829977331
0,r/M=20,639.2274112772488,-2.9352240043787807,2.9352240043787807
0,r/M=20,641.227411277247,-2.9353100370097613,2.9353100370097613
0,r/M=20,643.2274112772452,-2.9353165648378536,2.9353165648378536
0,r/M=20,645.2274112772434,-2.935233657145291,2.935233657145291
0,r/M=20,647.2274112772416,-2.9350592567036657,2.9350592567036657
0,r/M=20,649.2274112772398,-2.9347999208879556,2.9347999208879556
0,r/M=20,651.2274112772379,-2.9344708051786146,2.9344708051786146
0,r/M=20,653.2274112772361,-2.934094897742728,2.934094897742728
0,r/M=20,655.2274112772343,-2.933701576081936,2.933701576081936
0,r/M=20,657.2274112772325,-2.933324610170278,2.933324610170278
0,r/M=20,659.2274112772307,-2.932999777115313,2.932999777115313
0,r/M=20,661.2274112772288,-2.932762277740199,2.932762277740199
0,r/M=20,663.227411277227,-2.9326441545640884,2.9326441545640884
0,r/M=20,665.2274112772252,-2.9326719037309146,2.9326719037309146
0,r/M=20,667.2274112772234,-2.93286445214425,2.93286445214425
0,r/M=20,669.2274112772216,-2.9332316380007253,2.9332316380007253
0,r/M=20,671.2274112772197,-2.933773291346674,2.933773291346674
0,r/M=20,673.2274112772179,-2.9344789649490806,2.9344789649490806
0,r/M=20,675.2274112772161,-2.9353283184521564,2.9353283184521564
0,r/M=20,677.2274112772143,-2.9362921139929705,2.9362921139929705
0,r/M=20,679.2274112772125,-2.9373337423188937,2.9373337423188937
0,r/M=20,681.2274112772106,-2.9384111674293476,2.9384111674293476
0,r/M=20,683.2274112772088,-2.939479156390871,2.939479156390871
0,r/M=20,685.227411277207,-2.9404916502222895,2.9404916502222895
0,r/M=20,687.2274112772052,-2.941404131365972,2.941404131365972
0,r/M=20,689.2274112772034,-2.9421758525455517,2.9421758525455517
0,r/M=20,691.2274112772016,-2.942771809301389,2.942771809301389
0,r/M=20,693.2274112771997,-2.9431643621403247,2.9431643621403247
0,r/M=20,695.2274112771979,-2.94333444198524,2.94333444198524
0,r/M=20,697.2274112771961,-2.943272301973734,2.943272301973734
