pulse_pair,U_first_over_M,U_second_over_M,delay_over_M,delay_from_correlation_over_M,phase_over_half_pi,coherence,amplitude_ratio
0->1,26.845848546239214,43.4803437342432,16.634495188003985,16.634495188003985,0.3235967601992468,0.985292792906274,1.6712660033201872
1->2,43.4803437342432,60.56419406278797,17.08385032854477,16.783850328543338,0.8538074943770121,0.9848339277482897,0.022246333667577643
2->3,60.56419406278797,74.97314621325529,14.408952150467321,14.408952150467321,0.4097069014178304,0.8633856331061593,1.2278818666930145
