cosmological_length_over_M,relative_l2_phi0pi,relative_l2_phi1pi,relative_l2,absolute_linf,relative_linf,retarded_time_offset_q_over_M,surface_gravity_kappa_c_M,maximum_constraint
20.0,1.3525062877322063,1.0147660613227978,1.1066526866183535,7.086702537404135,0.7890485782378448,2.461850110309169,0.04448683286232328,2.7174138494956424e-09
40.0,0.6528684275764507,0.4690730045242407,0.5199082034887962,3.104071188547068,0.34561390789929897,2.597389463167362,0.02369103827777671,1.756738754465914e-09
80.0,0.32274983378078537,0.2258165213956921,0.25289805524072007,1.4354827441694566,0.159829710982446,2.6791369725882506,0.012180408993848391,6.8089534011051e-10
160.0,0.16071099847508138,0.11093078531097855,0.12490997955688798,0.6892652535058873,0.07674426370191428,2.724272458022873,0.0061710049157578505,5.176445938559482e-10
