category,setting,reference_setting,observer_index,observer_radius_over_M,pulse,sphere_integrated_relative_l2,off_caustic_relative_l2_at_gamma_pi_over_2,arrival_time_error_over_M,delay_error_over_M,relative_amplitude_error,relative_flux_energy_error,angular_focus_width_error_radians,estimator_timing_systematic_over_M,phase_error_radians
temporal,temporal_dt0.002,temporal_dt0.001,2,inf,0,1.965520146397965e-07,1.8117786869348388e-07,0.00010939168276635769,nan,3.4784925273534384e-08,1.5336718498515367e-06,nan,0.00010938368772883678,nan
temporal,temporal_dt0.002,temporal_dt0.001,2,inf,1,1.965520146397965e-07,1.8117786869348388e-07,8.057479458045691e-05,0.0001899664773468146,2.863198336533479e-06,1.3332242373431669e-06,0.0,7.995982921471523e-05,2.7896827363704797e-06
temporal,temporal_dt0.002,temporal_dt0.001,2,inf,2,1.965520146397965e-07,1.8117786869348388e-07,0.00011776887987480222,0.00019834367445525913,3.5466699799258095e-06,1.7001552722328839e-06,0.0,0.00011858946661646996,7.897634566744749e-05
temporal,temporal_dt0.002,temporal_dt0.001,2,inf,3,1.965520146397965e-07,1.8117786869348388e-07,0.0006347275330398361,0.0005169586531650339,8.224204063211893e-06,2.239249708879676e-06,0.0,0.0006366784166971229,9.581493681798392e-06
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,0,8.0,0,5.304512824318161e-08,6.626727727460017e-08,6.387792907958101e-07,nan,1.1239354025249781e-07,3.1789004095728046e-08,0.0,8.91484088327843e-07,nan
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,0,8.0,1,5.304512824318161e-08,6.626727727460017e-08,1.3824860900513158e-07,7.770278998009417e-07,1.132692240002342e-08,4.548161847139909e-10,0.0,2.88195067810193e-08,4.3535512328496395e-07
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,0,8.0,2,5.304512824318161e-08,6.626727727460017e-08,7.720152694901117e-08,2.1545013595414275e-07,4.525684271783348e-10,1.716690456454728e-09,nan,9.02357299992218e-08,1.3018389211083559e-07
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,0,8.0,3,5.304512824318161e-08,6.626727727460017e-08,1.74838703514979e-08,5.971765659751327e-08,2.0972664716012446e-09,6.09296169074014e-10,nan,2.521703379443352e-08,4.8819333686722644e-08
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,1,12.0,0,5.304512824318161e-08,6.626727727460017e-08,1.9054625965964078e-07,nan,1.1653068177075454e-07,1.6805307145872916e-08,nan,2.265131726630898e-08,nan
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,1,12.0,1,5.304512824318161e-08,6.626727727460017e-08,1.5174768961401242e-06,1.3269306364804834e-06,5.081523990480008e-08,4.719861390611868e-09,0.0,1.3691779017221961e-06,3.719566710191913e-08
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,1,12.0,2,5.304512824318161e-08,6.626727727460017e-08,1.3903846962648458e-07,1.3784384265136396e-06,9.365779263248442e-10,8.962763864417411e-10,nan,1.459204383991164e-07,3.870276250594884e-07
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,1,12.0,3,5.304512824318161e-08,6.626727727460017e-08,3.785100943787256e-08,1.0118746018861202e-07,2.354390793435357e-09,1.8232215737157276e-10,nan,2.95092519309037e-08,5.914945244711589e-08
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,2,inf,0,5.304512824318161e-08,6.626727727460017e-08,8.431938169906061e-07,nan,6.53505356495998e-08,1.9103538528852937e-08,nan,8.946934997311473e-07,nan
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,2,inf,1,5.304512824318161e-08,6.626727727460017e-08,2.583664425515053e-06,1.740470608524447e-06,6.093746929280996e-08,4.775469575335478e-09,0.0,2.625183213922355e-06,6.244639900732096e-07
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,2,inf,2,5.304512824318161e-08,6.626727727460017e-08,2.5714625451200845e-07,2.3265181710030447e-06,5.5843503155017515e-09,1.3715537594549687e-09,nan,2.6017707455139316e-07,1.4213116763528433e-06
angular_width_1,angular_w1p0_lmax19,angular_w1p0_lmax27,2,inf,3,5.304512824318161e-08,6.626727727460017e-08,5.3057220839036745e-08,2.040890336729717e-07,1.679887229322219e-09,3.2246127990021023e-10,nan,5.008686798646522e-08,1.3662936981795326e-07
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,0,8.0,0,2.509065992655811e-10,3.108361829834145e-10,1.8163213155730773e-09,nan,7.658800260657017e-10,8.773692883323747e-11,0.0,6.741196045823017e-09,nan
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,0,8.0,1,2.509065992655811e-10,3.108361829834145e-10,4.296296651773446e-10,1.3866916503957327e-09,3.561151373787652e-11,3.2110647474326015e-11,0.0,6.543373842760047e-09,4.277099341365442e-09
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,0,8.0,2,2.509065992655811e-10,3.108361829834145e-10,4.304325784687535e-10,8.029132914089132e-13,4.109745876945681e-11,2.2011281686218354e-11,nan,1.4692524530346418e-08,1.9106027870918751e-10
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,0,8.0,3,2.509065992655811e-10,3.108361829834145e-10,1.1860379345307592e-10,3.1182878501567757e-10,3.525180147789797e-11,4.182765245275277e-12,nan,1.2639034707717656e-08,2.2565438406729754e-10
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,1,12.0,0,2.509065992655811e-10,3.108361829834145e-10,3.002299564514033e-08,nan,5.248227408216621e-10,3.02343705627095e-11,nan,3.020265992859095e-08,nan
