case,pulse,full_time_over_M,monopole_subtracted_time_over_M,timing_difference_over_M,full_amplitude,monopole_subtracted_amplitude,full_flux_energy,monopole_subtracted_flux_energy
sds_L12,0,25.305518708583936,25.311511090348056,0.0059923817641198696,0.06306687971452654,0.06267814432709104,0.00313231458127241,0.003111469070448694
sds_L12,1,47.96659024770398,47.96270737928465,-0.0038828684193248364,0.0731477474866376,0.07273551892584858,0.004608064514694569,0.004603155389950749
sds_L12,2,66.08470062507503,66.0830857071479,-0.00161491792712809,0.011390032888011948,0.011500502737955392,0.00011948806096061051,0.00012063745132813508
sds_L12,3,83.01723800670877,83.01702666242787,-0.00021134428089908397,0.001736611952039163,0.0017444712741112823,2.94328271014054e-06,2.9600188955368652e-06
sds_L20,0,26.306784331515274,26.32182957991927,0.01504524840399668,0.04466251481840094,0.04461979799488858,0.0018731049568877253,0.0018591693307069253
sds_L20,1,45.47122898218745,45.47047724701867,-0.0007517351687766904,0.07173952810128634,0.07136229874259287,0.005949391903094013,0.005945158191042665
sds_L20,2,63.54527846813291,63.45455674118757,-0.09072172694534686,0.011131396345422699,0.01117201703123771,0.00019651589351994976,0.00019683484463396136
sds_L20,3,80.33814071483643,80.33837274313805,0.0002320283016246094,0.0026491463767242514,0.00267073361018,8.137226881851975e-06,8.147326765158709e-06
