ell_max,peak_abs_field,fwhm_degrees,relative_peak_change
20,0.02050406519338418,18.269999999999982,0.015085596374602607
30,0.02067965136069731,18.059999999999995,0.006651300851591835
40,0.020793066377867424,18.0,0.0012034014743351712
50,0.020818865268408166,18.0,3.5850286302558786e-05
60,0.020818110444690313,18.0,4.0773106618019526e-07
80,0.02081811893288414,18.0,0.0
