ell_max,peak_abs_field,fwhm_degrees,relative_peak_change
20,0.008524409154780244,40.169999999999995,0.0004272534180883982
30,0.008528035203845243,40.169999999999995,2.062679665368729e-06
40,0.008528052784967873,40.169999999999995,1.1161344755851982e-09
50,0.008528052794486327,40.169999999999995,0.0
