bridge_time,radius_over_M,peak_abs_field,transverse_reference,amplification
0.0,4.002092338066231,0.0,0.0,nan
40.00000000000897,4.002092338066231,5.22925958653039e-10,0.0024535628836263555,2.1312922613181884e-07
40.25000000001016,4.607528442282389,5.486965838269617e-10,0.00205269762244952,2.6730511977316586e-07
40.500000000011354,4.9668890947640465,6.92430471146524e-10,0.0018728609174102158,3.6971804190564984e-07
40.75000000001255,4.177096505257331,6.332137409533654e-10,0.0022163599515345324,2.85699865906235e-07
41.00000000001374,4.359045343143404,7.176041485290731e-10,0.0020897742467357993,3.433883586468546e-07
41.250000000014936,4.017393540925982,4.860096757295327e-10,0.0022449676716188465,2.164884964152161e-07
41.50000000001613,5.558016210329951,6.284808421483804e-10,0.0015626475338813939,4.0218976354016537e-07
41.75000000001732,4.111715491837155,5.419281155558842e-10,0.002136588753921739,2.5364175233121835e-07
42.00000000001852,4.863438149102218,6.372226063113453e-10,0.0016858982280672093,3.779721668263964e-07
42.25000000001971,4.732025898951818,5.664927683614505e-10,0.001615701187585611,3.506172878463852e-07
42.500000000020904,4.775033740257607,6.874927328015132e-10,0.0013605799086346682,5.052939033117188e-07
42.7500000000221,4.002092338066231,7.452689995123399e-10,0.0018250223560318329,4.083615726948062e-07
43.00000000002329,4.002092338066231,2.0077353702052725e-09,0.0015536162948494767,1.292298089857376e-06
43.250000000024485,4.025088102217658,3.2704331666317744e-09,0.0011886399304806095,2.751407792021106e-06
43.50000000002568,4.048349657942164,4.570048707003377e-09,0.0008119414321528842,5.628544776789838e-06
43.75000000002687,4.152336405477453,4.827852250526347e-09,0.0004265034180301377,1.1319609753245167e-05
44.000000000028066,4.193767940729842,4.633860822187112e-09,0.00021743081228529383,2.13118866341122e-05
44.25000000002926,4.432598938697359,4.404450206069018e-09,9.02944644334594e-05,4.87787400224826e-05
44.500000000030454,4.863438149102218,4.110713133480739e-09,6.475894233379725e-05,6.347715057315545e-05
44.75000000003165,19.993982524468702,3.006773775692131e-08,3.297349500116823e-05,0.0009118759705592635
45.00000000003284,19.993982524468702,4.2080187020988144e-07,3.387749933978278e-05,0.012421278973083129
45.250000000034035,19.993982524468702,4.272647537569249e-06,3.481783202833037e-05,0.12271434746691598
45.50000000003523,19.993982524468702,3.1421270485912324e-05,3.579653976571699e-05,0.8777739605995398
45.75000000003642,19.993982524468702,0.0001678484575430528,3.681590241109966e-05,4.55912924987676
46.000000000037616,19.993982524468702,0.0006552925016308801,3.787853644397268e-05,17.299836877281244
46.25000000003881,19.993982524468702,0.0018881136453083173,3.8987348871195995e-05,48.428880136121876
46.500000000040004,19.993982524468702,0.004072285388057991,4.014565642095353e-05,101.43775818129386
46.7500000000412,19.80555238765075,0.006729809007540189,4.157177871458382e-05,161.88407654492062
47.00000000004239,15.107172049463665,0.009441354052970283,4.980129014855116e-05,189.58051136442205
47.250000000043585,11.733307066677108,0.012300678452416199,5.920568057476656e-05,207.7617946960776
47.50000000004478,9.335650621546156,0.01519098831219112,6.939698943009834e-05,218.89981736877186
47.75000000004597,7.556524784674468,0.018042454445267288,8.037238748068309e-05,224.48573460137237
48.000000000047166,6.252544583254548,0.02081811893288414,9.168866146184182e-05,227.0522723417447
48.25000000004836,5.226283633731202,0.023499449423889436,0.0001036452306991314,226.72967453857356
48.50000000004955,4.441968040616574,0.02607877206197453,0.00011575758228800592,225.28780876824385
48.75000000005075,4.002092338066231,0.028186053156371096,0.00012566164889281885,224.30115635687665
49.00000000005194,4.002092338066231,0.02494986718029142,0.00013054528241358268,191.12040449878023
49.250000000053134,4.002092338066231,0.016011707748182433,0.0001357192749524239,117.97666730680149
49.50000000005433,5.88485928092706,0.010114384585517729,0.00011897839940015097,85.01025931186712
49.75000000005552,4.908879354444969,0.011427734522831608,0.00013485590522533002,84.74033453512523
50.000000000056716,4.160557092472182,0.012696549756946104,0.00015095896897562486,84.10596497248335
50.25000000005791,4.002092338066231,0.012548544870503794,0.0001600942748329378,78.38222124806462
50.5000000000591,4.002092338066231,0.009621166006496346,0.00016737000763573302,57.4844091985466
50.7500000000603,4.002092338066231,0.006736921760768499,0.00017526299187713658,38.43892934049213
51.00000000006149,4.002092338066231,0.004810247562027671,0.0001838747296904057,26.160460277096263
51.250000000062684,4.002092338066231,0.0036507943673188942,0.00019333225476236924,18.883524489000557
51.50000000006388,4.002092338066231,0.002911445653409767,0.0002037974037259395,14.285980096807268
51.75000000006507,4.002092338066231,0.002396989550841862,0.0002154807432093199,11.123915367757041
52.000000000066265,4.002092338066231,0.002016530156263666,0.00022866380473370187,8.818755371503086
52.25000000006746,4.002092338066231,0.0017238679701413384,0.0002437366315383157,7.072666752064899
52.50000000006865,4.002092338066231,0.001492336902812072,0.00026126817787573383,5.711896928840172
52.750000000069846,4.002092338066231,0.0013051689679178665,0.00028215817715247874,4.625664161462707
53.00000000007104,4.002092338066231,0.0011512116220967954,0.00030798081499068536,3.7379329038128977
53.250000000072234,4.002092338066231,0.0010227376123723472,0.0003415335971133668,2.994544668567014
53.50000000007343,4.002092338066231,0.0009142182187708659,0.0003866963516000292,2.364175961288787
53.75000000007462,4.002092338066231,0.0008215926184192119,0.00044538573358291405,1.8446765499422138
54.000000000075815,4.002092338066231,0.0007418126517186616,0.0005116795822916412,1.4497601182293252
54.25,4.002092338066231,0.0006725467920067028,0.0005695209580793179,1.180899109094834
