cosmological_length_over_M,observer,window,interval_classification,complete_late_time_signal,window_start_U_over_M,window_end_U_over_M,sphere_integrated_reference_l2,sphere_integrated_difference_l2,E2,Einf,sphere_integrated_norm_ratio,time_translation_fitted,primary_measure,case_specific_numerical_E2,analysis_status
80,outer,common_archived_interval,common archived interval across all source archives,False,0.0004112777603122453,57.22741127776022,0.15697285188151974,0.03371156641702302,0.21476048891860544,0.1904810562353639,1.037335547431713,False,sphere_integrated_modal_norm_Parseval,1.117604797619095e-07,quantitative_case_specific_refinement
160,outer,common_archived_interval,common archived interval across all source archives,False,0.0004112777603122453,57.22741127776022,0.15697285188151974,0.01663826281699616,0.10599452464273515,0.09469720265926967,1.0163244876491062,False,sphere_integrated_modal_norm_Parseval,1.0913900261305323e-07,quantitative_case_specific_refinement
320,outer,common_archived_interval,common archived interval across all source archives,False,0.0004112777603122453,57.22741127776022,0.15697285188151974,0.00826791668271544,0.05267099745984047,0.04722487165646727,1.007562194815092,False,sphere_integrated_modal_norm_Parseval,1.100674682442949e-07,quantitative_case_specific_refinement
640,outer,common_archived_interval,common archived interval across all source archives,False,0.0004112777603122453,57.22741127776022,0.15697285188151974,0.00412162260293164,0.026256913558801654,0.023583369010360743,1.0036294402326498,False,sphere_integrated_modal_norm_Parseval,3.7381005752827283e-07,quantitative_case_specific_refinement
