U_over_M,schwarzschild,sds_L20,sds_L40,sds_L80,sds_L160,sds_L320,sds_L640,Winf_from_L80,Winf_from_L160
2.1774112777602928,-0.354429659088522,-0.40716146379112045,-0.38391011137178194,-0.3697507915725934,-0.362189810764152,-0.35833535904584707,-0.35636474390184547,-0.35443159978481936,-0.3543652025679445
2.2074112777602974,-0.35417312945263235,-0.4098125898767595,-0.3849411875930881,-0.3700838591683648,-0.36221314909772007,-0.35821500440067133,-0.3561749505570313,-0.35417499992913837,-0.35410757571664747
2.237411277760302,-0.3536039489735959,-0.41221365657052955,-0.3856751648428782,-0.37010783197772257,-0.36192461748886867,-0.35778216690327175,-0.35567254978938806,-0.35360582075689484,-0.35353733812811416
2.267411277760307,-0.352717422823151,-0.41435927192223204,-0.38610662006305874,-0.3698176042171344,-0.36131926394030284,-0.3570319551473987,-0.35485274972522096,-0.35271922058483574,-0.352649843619226
2.2974112777603115,-0.35150906214474537,-0.4162441087759604,-0.386230269829203,-0.3692082390389623,-0.3603923693628768,-0.35595981721922365,-0.35371101561024937,-0.351510853538497,-0.35144053030984335
2.327411277760316,-0.34997469234785894,-0.41786294992746226,-0.38604107304147095,-0.3682750731078722,-0.3591395629662527,-0.35456145586813326,-0.35224314830588505,-0.34997644741847395,-0.34990533806817786
2.357411277760321,-0.34811056330717194,-0.41921066615663777,-0.385534289251507,-0.367013877434569,-0.3575567864842416,-0.3528329598564344,-0.35044528434937483,-0.3481122791268649,-0.34804043404687784
2.3874112777603256,-0.34591325735889294,-0.42028227796216494,-0.38470544097200005,-0.3654206746278405,-0.3556404449897108,-0.3507708681149615,-0.34831402689793,-0.3459149832030892,-0.345842483827794
2.4174112777603303,-0.34337997902351514,-0.4210729612973857,-0.3835505007910107,-0.3634921154302386,-0.35338741212189584,-0.348372161518655,-0.345846449242893,-0.3433816449493679,-0.34330867898436984
2.447411277760335,-0.34050839176623765,-0.4215780717521816,-0.38206581954667157,-0.3612252524525966,-0.35079513110357013,-0.34563447594996666,-0.34304022400607653,-0.34051009114363645,-0.3404366891507941
2.4774112777603396,-0.33729691944061685,-0.4217932059510803,-0.3802482927456947,-0.3586178415105493,-0.34786171784749054,-0.3425560222264379,-0.3398936788941253,-0.3372985707457031,-0.3372250052139552
2.5074112777603443,-0.33374468339094243,-0.4217141966905713,-0.37809540190599206,-0.3556683368052113,-0.34458599727359324,-0.33913584183103296,-0.33640589358564554,-0.33374636260397184,-0.33367269832418667
2.537411277760349,-0.32985167563718665,-0.4213371962962339,-0.3756052610269235,-0.3523759384248784,-0.34096768376934106,-0.3353737751516154,-0.3325768209445985,-0.32985334567391855,-0.32977986680547894
2.5674112777603537,-0.3256188864222799,-0.42065869114340454,-0.37277680515920975,-0.3487408774728866,-0.3370073991709839,-0.33127065143272266,-0.32840735481390676,-0.3256205646362549,-0.325547443028634
2.5974112777603584,-0.3210483124060274,-0.4196755636410651,-0.3696097492132404,-0.34476424689583274,-0.3327068700287224,-0.3268283826781721,-0.32389949878888663,-0.32105002938295835,-0.3209775214235943
2.627411277760363,-0.31614325583197767,-0.4183851563679108,-0.36610484093471074,-0.34044845289925985,-0.3280689823617014,-0.3220500425043089,-0.31905642517103244,-0.3161449662545075,-0.3160733762347025
2.657411277760368,-0.31090821760612286,-0.41678530403285213,-0.3622638362699968,-0.33579699454365913,-0.32309794357276467,-0.3169400865466906,-0.31388266068121456,-0.31091000849353195,-0.3108395699141126
2.6874112777603725,-0.30534928160380076,-0.41487443773203564,-0.35808970721739375,-0.3308148926270053,-0.317799398222406,-0.31150433767315316,-0.3083841533515121,-0.30535106822593155,-0.30528219966519465
